@relation location

@attribute class {1,5}
@attribute description string

@data
1,'Well ok but only for 1 night maximum	My husband and I stayed at this hotel for one night as a stop over on our way to Maldives. it was the last day of Ramadan and we could not find any other hotel free for under 200 euro.The advantages of this hotel are the location (very close to the airport so no fear for losing the plane due to Dubai horrible traffic) + the breakfast which is good. Also the bed was very large I thing 220 cm.The downsides are:-cleanness of the bathrooms- poor-the proximity of the airport does have its share of noise from landing/departing.In conclusion if it is just for a stopover you can manage; for a longer stay definitely look for another hotel.'
1,'Definately not 4 Star	We stayed here for 3 nights at the end of October.The hotel room was very average. It was a good size, with a huge bed but that s about the only good things I can say.The floor obviously hadn t been vacuumed after the previous travellers had left, because there was stuff on the floor.The staff were friendly and the breakfast buffet ok.They   themselves as a 4 star hotel but I cannot see how they can. Maybe some of the other rooms are better.The location is away from everything.Do yourself a favour and find somewhere else to stay.'
1,'would not stay again	We sort of selected this hotel from the list that Emirates airline people gave us at the airport and they booked us with the hotel. The hotel is situated in an odd spot as far as taxis are concerned. The rooms are spacious, clean and new. But there are glaring problems such as steel door stoppers that jut out from the floor and can potentially slice your toe if you are not watching. The TV has no cable worth speaking about and you can only watch a couple of programs. Our room had a great view of the airconditioners outside. So, all in all would pick something else.'
1,'awfull	avoid at all costs. terrible location, poor food, poor service'
1,'Mediocre Hotel mediocre service far away from hubs	Situated on the &quot;wrong&quot; side of the Creek. Personnel smiling but incompetent. Timing of airport drop-off not reliable. If you are wondering why you get a room there while most other hotels are booked out, you ll know why after spending some nights there.One of the few advantages is that it s close to the (old) airport. When the new Super-Airport will be operating (far away from Dubai City), I can t think of any other good reason to choose it again.'
1,'Not that good	This hotel was rated 4 stars hotel. In my opinion 3 stars is max. Service was slow and Hotels restaurant was awfull. Gym was small and there was no pool. In march 2008 hotel was located in the middle of construction site.'
1,'Only a Hostel... not a Hotel	One of the worst Hotel Apartments in the Middle East. Promise a lot in the internet - just as a marketing effect, not in reallyty. There is only the space of the flat ok - all other details are a not provided by staff and management.'
1,'What a Disappointment	After spending a busy month in Europe we wanted to end our trip somewhere nice and relaxing and this certainly wasn t the case with Lotus Boutique. The location is crap, being located in the old town on the wrong side of the creek, on a major intersection near the airport. The road noise, 24 hour building supplies garage door being opened all night and the planes flying overhead kept us awake half the night.We didn t have a new room like some of the other reviewers mention. The cleanliness was poor, particularly in the bathroom where the tiles clearly hadn t been cleaned and there was hair left around the shower and on the floor. The bed linen had holes in it and dirty marks. I m not sure how a 4-star hotel can get away with this. We were put in a smoking room and asked many times to be moved but nothing was done. The reception staff, whilst smiling and polite were completely incompetent. They had no knowledge of the local area and continually gave us wrong information, rather than just saying they didn t know. For example, we can confirm that you can get taxis on a Friday night and Nasser Square certainly isn t a shopping destination that anybody would want to be dropped off in. The hotel s pool was like swimming in a hot bath on the roof. On a positive note, the hotel s restaurants whilst empty most of the time, did have good food.If you want a beach holiday in a decent location don t stay at the Lotus Boutique in Deira.'
1,'WIsh I d listened to Tripadvisor reviews!	I stopped over in Dubai en route to Germany and chose this hotel from the two on offer with Emirates (pick up from airport, free breakfast, transport back to airport). I shouldn t have bothered.Supposed to be a 4 star hotel, but since Dubai goes to 6 stars, this would drop to a 2 star outfit at best. The bathroom tiles were moldy, the bathroom cramped, the bedroom basic and the hotel was tired and run-down. The brochure boasts of &quot;bedrooms fully furnished in high fashion with top quality fabrics that boast outstanding luxury to meet the demands of even the most discerning guests...each of the 80 rooms arrests the beauty that is entirely Arabian with dazzling views of the city as sidelights.&quot; Rubbish! The brochure goes on to boast of its three fine dining restaurants... not. The &quot;secretarial service&quot; was a poky little room with 4 computers and an extremely slow internet connection.The roof-top swimming pool was quite nice, although I was a bit disconcerted when a couple of young male staff members asked me to pose with them for a picture - good god, I m old enough to be their mother! I refused.The place is, however, staffed with some lovely people, and it is fairly near (taxi) the old town of gold souks and spice markets. The old city is more interesting than the newer super-fantastic new city with its malls etc, but I wouldn t stay in this hotel again - I d catch a taxi to the old parts of Dubai if I wanted to see them again.'
1,'Smaller that what you imagine !	The hotel is very small 4 star hotel.it is like a small house rather than a 4 star hotel.- hotel personnel were polite- no sleeper for bathroom.- good food.- bad place , (dirty part of deira)- terrible disco- expensive internet price'
