@relation value

@attribute class {0,1}
@attribute description string

@data
0,'karama hotel for budget travellers	i booked this hotel for 4 nights. as i arrived to reception i saw that all personnel were so eager to help and always smiling and respecting. personnel is well done. although i booked single room they gave me a room with double room so room was spacious with pool view&amp;balcony. just AC was little bit noisy- u should know that without using ac in dubai-karama- u ll lose weigh :P-there are some pubs and clubs in karama hotel besides coffee shop but i didnt try any of them. they work till late night in. my room was enough upstairs and far from those diskos?? so i didnt hear much loud. but i cannot say anything about the other rooms  situation, mine was great... Tv was small but who cares i didnt have time to watch it while doing shopping...location is great. in karama i saw that streets are larger&amp;more silent than the other regions of dubai. 5 min. to trade center&amp;sheikh zayed road;10 min. away from airport;8min away to deira creek by taxi and walk away to some of the big malls like wafi city and lamcy. u can bargain in karama shopping area&amp;find imitationed but very great garments, shoes, watches etc...you can see all the time smiled ppl mostly belong to india and pakistan. hypermarkets around are so cheap and you can find many things which you want to buy from malls...try manama hypermarket; 47 seconds walk away distance to hotel...for budget travellers it is a good choice. you ll get more than you expected in this hotel&amp;around it. enjoy....'
0,'Won t be visting again	Spent 7 nights at the Sun and Sands Hotel in October 2007Situated in Deira, the old part of Dubai, this is a bit off the beaten track if you want to be nearer the newer parts such as Bur Dubai and Jumeirah thus we spent most of our time getting in and out of taxi s (which were not always easy to get because of the hotels location).The reception staff were inattentive and seemed generally disinterested in us. This may have been a cultural issue as we may have been the only Europeans staying there. The other guests were either Arabic or Iranian.Well decorated throughout all the rooms had a good sense of elegance except for the Churchill Bar just off the reception which looked like a tacky games room with two pool tables and electronic games. Not bad food there though.Bedrooms were a reasonable size. Two double beds, table and two smallarmchairs. Very clean throughout, especially the bathroom which againwas a good size with various complementary toiletries. No tea and coffee making facilities which was a disappointment but not the end of the world as there was an excellent room service menu from which you could get a pot of coffee for about £1 - not bad I thought!Limited TV channels if you want to watch it, and those that were in English had a very poor reception. Did not bother us as Dubai has more to offer that than sitting in your hotel room.No real entertainment in the hotel. They boast two nightclubs on the same floor, one Russian the other Arabian. Neither gave us a warm welcome so did not stay.Not sure what the restaurants were like as did not go but they lookednice when we looked in. Breakfast came as part of the deal but did not get down once to try it, as out until all hours enjoying all thatDubai has to offer.Overall this is an average hotel with not the best staff I have ever encountered which, in our opinion, is also not in the best location to maximise your stay in Dubai..'
0,'Very disappointing	When a colleague and I unexpectedly found ourselves stranded in Dubai for a day, we asked Marhaba Services at Dubai Airport to reserve us a 4-star hotel. We were assigned to the Sun and Sands Hotel. I travel a great deal, and believe me this is no 4-star hotel. And don t let the hotel s name fool you - although Dubai is a beach destination, the only sand around this property is that to be found strewn about the big construction site across the street! There were burn holes in the sheets and bedspread in my room, and the bathroom fixtures were old and corroded. The water never got even warm, let alone hot, no matter how long I let it run in the shower. Furthermore, my colleague reported that when he took a shower, he was struck hard in the back of his head because the entire shower head flew off! When he was checking out, a staff member actually came up and grabbed him by his shirt, showed him the shower head (which he had left in his room), and accused him of destroying it!Some of the restaurants in the hotel were closed and the ones that were open looked very unappealing and empty. There did not appear to be many other dining options in the neighborhood, which is hard to navigate due to current road construction. We ended up going to lunch at the nearby Mayfair Hotel, which has an excellent buffet and very helpful staff. I can also recommend the Al Safadi restaurant, which has excellent Lebanese food - it s about a 5-10 minute walk through a veritable obstacle course of traffic barriers (ask staff for directions). If you manage to get there without being run over, the food is quite good and reasonably priced.The pounding noise from the disco (or discos) at the Sun and Sands made sleep difficult to impossible (we were on the first floor), and the staff couldn t have cared less when we complained. The promised “broadband” Internet was also non-existent--after spending nearly $20 for an Internet access card and then waiting in the business center for nearly 10 minutes to get even one web page to load only partially, I gave up in frustration. Again, the staff did not care. To top it all off, on the way out of town, my colleague nearly missed his flight because the hotel shuttle back to the airport made a long detour without prior warning to drop some other guests off at the beach.As noted by the previous reviewer, this hotel seems to cater to a clientele from Iran and various Arab countries - I also saw numerous Russians. By their standards, this might qualify as 4-star, but my colleague and I found the place very disappointing in quality and not at all worth the price of slightly more than $200 per night that we paid (and this was a discount over their outrageous posted rack rates of $327 per night!).'
0,'Not be revisited or recommended	We visited Dubai and stayed at two different hotels.Start of our holiday stayed at 4point Sheraton on Sheikh Zahid road. That was with a group of five family members a good stay. Then as my brother and I were left to fly back 2 days later, we changed hotels to Sun and Sand.To start the check in took more than an hour. It was manual; they were calling various people to confirm our booking. We had booked and prepaid for our stay via lastminute. Receptionist was first unable to find any reservation. Then managed this by calling various offices, she was very unhelpful. Then demanded to keep our passports, which I refused.On the hotel would say it has dated decor. The hallways smelled bad, the carpet was old and dirty. The room was spacious however, dated decor, bed cover old and dirty.Due to the smell in the hallway, it was hard to breathe in the room.Service and room hygiene were poor.Location is ok'
0,'Terriblel Noise	The hotel is terrible.My collage and I spent 6 night on this hotel on since last week.The rooms are dirty. The bathroom is horrible, the water is smelly. But the biggest problem is the noise which comes at 9PM to 3AM every day. There are 3 night clubs on the base floor. We can not sleep until the nightclub s close. And the price was so expensive compare to other hotels price and quality. We had to pay 5% extra many because we paid AMEX card.Not reccomended.'
0,'Are you a raver?	The hotel is sleazy and nasty with three nightclubs that you can here pumping out music, even on the 3rd floor, till 3am. The first night was spent on the first floor which must be where they shove everyone till they complain. The room vibrated with the noise the bathroom was stinking with nice warm water to brush your teeth, a wonky toilet seat, minimal loo paper etc! We didn t sleep a wink as after the music comes the door banging and shouting from the revellers followed by the call to prayer at 5ish followed by the cleaners clattering &amp; banging!!We complained and were moved to a &quot;deluxe room&quot; (not) on the 3rd floor which was a slight improvement, nice big bed but the toilet seat was still wonky, the water still warm &amp; you could still dance around the bed all night to the music if desired!Breakfast was ok, fairly limited choice, the staff were pleasant enough &amp; tried to be helpful, smiling &amp; nodding through your complaint( they ve probably heard it a million times over.)The general area is run down and you will have quite a wait for a taxi, even if ordered.I would never risk it again and wouldn t recommend it to anyone under the age of 16 and over the age of 21'
0,'Go somewhere else	Referring to previous reveiws, i managed to have a room away from disco s noise(224),but the noise was coming from people in the coridors,doors are always openedand closed causing a lot of disturbance.this takes place during the night till the morning.The bathroom smells awful.forget about the breakfast.Room size is ok.The hotel location is not bad but the area around is not the best.Go somewhere else.'
0,'If you want to stay in the red light district then go ahead!	so when i arrived i wondered why so many people hanging around outside maybe because it was late the club had just shut i m not sure! The rooms are spacious but the bathroom smells horrible and they were not cleaned properly. The staff are helpful and polite but the area the hotel is situated is not so nice...i wouldnt stay here again...'
0,'Not recommended "AT ALL!!!" Poor...Poor...Poor	Although the staff were friendly...however, the standard of the room was very poor.The bed had a strange smell &amp; the Bathroom smells of Urine.It was extremely noisey because of the nightclub...even though i had the quitest room in the hotel.Service is poor, and location is terrible...Do not book at Karama hotel if u wanna enjoy your holiday in Dubai.'
0,'Find somewhere else this place was horrible!	Dirty, loud, I was solicited, the pool was discusting, and the workout facility not safe nor recommended to go near.I agree, if you go to Dubai, spend a bit more and live it up!'
