@relation clean

@attribute class {1,5}
@attribute description string

@data
1,'Worst hotel ever!!!	This is a hotel to avoid if you are visiting Dubai. Rooms are in urgent need of updating. The linen are dirty. Even though when they are changed.... still contains other peoples hair. I stayed there for two weeks and the linen was only changed once. The toilets were never cleaned. The room was never hoovered once. Even putting the sign outside my room to clean the room was ignored for two weeks. I got food poisoned after having the buffet food at the restaurant. Whatever you do... avoid the food at the hotel restaurant. Getting them to call for a taxi is a nightmare. They fob you off and eventually when they do call for one it will be like 2hrs later. One night they kept me waiting for an hour and did not have the decency to tell me if they had called for a taxi or not. I got into an arguement over this and the duty manager stepped in. He himself is a rude and arrogant person. He ordered his bell boys not to open the doors for me everytime i came in and out of the hotel. Ever since that arguement, they never called me a taxi if i ever needed one. Luckily, I made a friend locally and he had a car. This meant I never needed their service for anything. I used the hotel only for somewhere to sleep at night. If I hadnt of paid in full, then I would have definately moved to another hotel. A refund was not possible either. The lifts also smelt very foul. At night it was very noisy and was blasting out music till 4am in the morning. The windows were broken which meant the room was boiling hot and you could not sleep much at night because of the road and construction noises. The air con did not work and after complaining many times I just gave up because they were not interested in listening. Its centrally operated air con system which meant they have control over it. The overnight stayers from the club caused so much disturbance. They would constantly scream, shout and slam the doors. I think you get the image of this hotel now and I would not recommend this hotel to anyone. Even if you were a single male. Please avoid this at all costs!!'
1,'I will never stay again	I was in the hotel for 4 days with my friends. The lady on front desk is not really help full.Rooms are very small according to money. Breakfast was the worst they mix tang in the water and give you as fresh juice. Only one lady and a guy are working in the resturent. The give you south Indian food for break fast. Every morning we have to go and tell the lady that dishes need to be fill in. In the night time is to noise. Cleaning guys had a smiling face but never did there work.'
1,'Dont go here	This hotel was very disappointing. Despite advertising airport pick-up our request was totally ignored. We found it impossible to stay in the first room we were allocated. It was very stuffy and the air conditioning which was nearly non-existent did not do anything to help. The window had been screwed down and was impossible to open. We asked to change rooms and the second room was inhabitable despite the cracked sink and leaking bath!. A fellow guest with the same problem decided not to stay at all and checked out immediately to go and find another hotel. The working staff were anxious to help us, especially in the restaurant where the food was good value for money, but the management was very poor. This was an experience we would not wish to repeat.'
1,'Avoid it if you can	This is a very disappointing hotel and represents poor value for money. Okay, it might be less expensive by normal Dubai standards but you cant help getting that ripped off feeling. I have read other reviews that said the rooms are small. That is an understatement. It appears clean but is badly in need of basic maintenance and decoration. The basin in our bathroom was blocked and we had to share with a cockroach but the hot water was plentiful. Most staff were friendly and helpful but one was quite the opposite. Our advice would be pay a little extra and avoid this one. It has the potential to take the shine off your holiday.'
1,'worlds worst pick-up joint.	This is the worst place ever. It is a dirty disgusting pick-up joint!As soon as you walk into the bar after about 6pm, you will be visited by numerous amounts of woman, asking you if you have any requests!!!!!! If you know what i mean.The rooms were disgusting, the music from the club below bellowed until the early hours, filling the whole hotel with unbearable noise. If you are single, have little or no money, and dont mind sleeping it (totally) rough in Dubai, then this is the place for you!'
1,'Caution Advised	This is a very basic budget hotel, If you want a quiet night I recommend getting a room on the 4th floor because there is club blasting music out until 3-4am usually populated with asians. The rooms are not the best with mould round the bathroom, however the bed was clean. It came to my attention that this hotel catered mainly for men. Which did not make it feel safe for me and my wife. The staff were friendly even when they had initially messed up the booking by giving us a room on the 2nd floor when we arrived, not the 4th as I requested. I do not recommend the food, it did not look appealing. This hotel you get what you pay for.'
1,'Bedbugs!	The front desk people were nice and efficient, the other staff very friendly, the room and bathroom appeared clean and tidy. It was only when we decided to hit the sack that we discovered that the bed was literally crawling with bedbugs. I dashed downstairs to the reception to report the problem and we were moved with no fuss into a triple further down the corridor. The beds there were bug free and we had a decent sleep. The breakfast next morning was OK too. So weve mixed feeling about this hotel - the price and location are hard to beat, but the bed bugs are nasty creatures.'
1,'To be avoided at all costs	We stayed here last week, last stop after Australia. It was overall a very negative experience, our lst room was surrounded by building sites, noise overwhelming so we asked to be changed. Our next room was next to the mosque so we were awoken at an unearthly hour! The rooms were spacious but not clean, the hood of the cooker badly burnt, only one cup! no complimentary tea or coffee or course. All the rooms had a musty smell. The staff were variable, certainly not much of a welcome. The complimentary airport pickup had to be paid for. The bedding smelt of smoke, probably our worst hotel stay. This was more expensive than Ramee Hotel Aptments, which werent much good either but a slight improvement. This is a very mediochre chain, and just not worth it, much better to pay a bit more.'
1,'Horrible Terrible and Horrible again	Having had the great misfortune to book this hotel for 2 weeks in January 2007 i feel it is my duty to warn anyone else to try every other hotel before booking here. I could normaly look past the large but filthy rooms, some of the unfriendliest reception staff i have ever experienced and the fact that the place was not cleaned in all my time there.. But the fact that they never warned me that we would be woken up at 6:30 EVERY MORNING by the sound of hammers, drills and cranes from the building site next door was just sneaky..Even when i politely asked to be transfered to one of many spare rooms they had, facing away from the noise at least ,my request was not so politely refused. To sum up: pay $120 + for this place only if everywhere else in Dubai was closed...otherwise try one of the other Cleaner hotels around Bur Dubai'
1,'Okay if you need the space	We were in Dubai for 3 nights and have 2 children, both under the age of two. The Ramee II was good in that it has a seperate master bedroom and a large living/kitchen area. So with children, it was good to have the space.I have to agree with other reviews, however, that the Ramee II is not worth returning to. The rooms were not very clean and we too had the construction site right outside our window. Sometimes they worked until 11PM! It was only the fact that the jackhammers drowned out the sound of our screaming children that I didnt mind. The reception staff was friendly, but overall not helpful. We paid an extra $25/night for each child which was a disgrace since they didnt even provide extra linen for the children. (Im debating this with Expedia at the moment.) Plus, we were told that it would be no problem to have 2 port-a-cots (cribs) for the children and when we arrived there was one, very unsafe, wooden bassinet. Either of my children would have easily injured themselves had we used it. Without an alternative, the children slept with us. So it was no holiday.We booked this hotel at a sale price through Expedia. I would NEVER pay full price for a room in this hotel and would consider it to be about 3-3.5 star, not 4.'
