1357	Sat Aug 06 05:38:13 +0000 2011	4c431ea9d7fad13ac40b0ada	{City of Grants Pass}	{42.442841200072706,-123.31106185913086,Grants Pass,OR,United States}	{Outdoors & Recreation,}
1357	Fri Mar 18 02:53:04 +0000 2011	4d82c9015ad3a093a7a3aefd	{St Patricks Day}	{39.414849,-119.755537,,NV,United States}	{}
1357	Wed Mar 16 00:50:54 +0000 2011	4b5d0682f964a520714f29e3	{Bully's Sports Bar}	{39.394614,-119.7650222,Reno,NV,United States}	{Nightlife Spot,}
1357	Fri Mar 11 21:06:57 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Thu Mar 03 00:44:13 +0000 2011	4d3e63d244f5a093d680ddbb	{Bonneville Ranch}	{39.34083928476725,-119.81786758132606,Reno,NV,United States}	{Residence,}
1357	Tue Mar 01 21:32:57 +0000 2011	4d4dabdd72eba143df7a4612	{Pancake Laboratories}	{39.516049,-119.807755,Reno,NV,United States}	{Professional & Other Places,}
1357	Wed Feb 09 03:16:34 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Wed Feb 09 03:16:05 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Wed Feb 09 01:31:26 +0000 2011	4a63d1adf964a520dcc51fe3	{Boise Airport (BOI)}	{43.56854508186721,-116.22202634811401,Boise,ID,United States}	{Travel & Transport,}
1357	Wed Feb 09 00:04:35 +0000 2011	45f555cef964a5200e441fe3	{Seattle-Tacoma International Airport (SEA)}	{47.44364658280913,-122.30259418487549,Seatac,WA,United States}	{Travel & Transport,}
1357	Tue Feb 08 05:40:37 +0000 2011	4a5d606ff964a5209cbd1fe3	{The Westin Bellevue}	{47.61586967120186,-122.2008204460144,Bellevue,WA,United States}	{Nightlife Spot,Travel & Transport,Food,}
1357	Sun Feb 06 23:01:50 +0000 2011	4d9025a0d265236ae8163017	{United Club}	{47.44382072827531,-122.30323791503906,SeaTac,WA,United States}	{Travel & Transport,Airport,}
1357	Sat Feb 05 20:37:49 +0000 2011	4b5cea74f964a520b14a29e3	{Gold's Gym}	{39.471988,-119.765288829803,Reno,NV,United States}	{Shop & Service,Gym / Fitness Center,}
1357	Fri Feb 04 01:09:16 +0000 2011	4a8ef456f964a520541320e3	{Whole Foods Market}	{39.4688993473135,-119.78638172149658,Reno,NV,United States}	{Shop & Service,Food & Drink Shop,}
===
1357	Thu Dec 23 00:46:19 +0000 2010	4d1294551f95236a96073f06	{Carleton Place Arena}	{45.14198156068795,-76.13884957388122,Carleton Place,ON,Canada}	{Stadium,Arts & Entertainment,}
1357	Thu Dec 23 00:11:00 +0000 2010	4d1294551f95236a96073f06	{Carleton Place Arena}	{45.14198156068795,-76.13884957388122,Carleton Place,ON,Canada}	{Stadium,Arts & Entertainment,}
1357	Mon Dec 20 00:34:53 +0000 2010	4b0586e3f964a520867322e3	{Ottawa Macdonald-Cartier International Airport (YOW)}	{45.322461352631954,-75.66700458526611,Ottawa,ON,Canada}	{Travel & Transport,}
1357	Wed Dec 15 03:59:34 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Fri Dec 03 04:09:00 +0000 2010	40df5f80f964a52096011fe3	{Pizzetta 211}	{37.783749,-122.48286803,San Francisco,CA,United States}	{Nightlife Spot,Food,}
1357	Tue Nov 30 01:25:44 +0000 2010	4af1fb78f964a520f2e421e3	{Pacific Catch}	{37.92864478109735,-122.5175142288208,Corte Madera,CA,United States}	{Food,}
1357	Sun Nov 28 02:32:30 +0000 2010	4ac00102f964a5206b9320e3	{Whole Foods Market}	{37.971318034512734,-122.51676321029663,San Rafael,CA,United States}	{Shop & Service,Food & Drink Shop,}
1357	Sun Nov 28 00:35:25 +0000 2010	4aa56001f964a5201e4820e3	{Fitness SF Marin}	{37.9385122231547,-122.51808902732563,Corte Madera,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1357	Sun Nov 28 00:31:09 +0000 2010	49d01698f964a520fd5a1fe3	{Golden Gate Bridge}	{37.81700118722001,-122.47821718454361,San Francisco,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
1357	Sat Nov 27 02:30:33 +0000 2010	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
1357	Thu Nov 25 02:18:10 +0000 2010	4b68e900f964a520bc922be3	{the lodge at galena}	{39.372011,-119.845115,Reno,NV,United States}	{Food,}
1357	Thu Nov 25 02:18:09 +0000 2010	4b68e900f964a520bc922be3	{the lodge at galena}	{39.372011,-119.845115,Reno,NV,United States}	{Food,}
1357	Fri Nov 19 02:54:36 +0000 2010	4ac00102f964a5206b9320e3	{Whole Foods Market}	{37.971318034512734,-122.51676321029663,San Rafael,CA,United States}	{Shop & Service,Food & Drink Shop,}
1357	Mon Nov 15 19:20:36 +0000 2010	4b4b93acf964a520cca026e3	{Cisco - Building 8}	{37.411823319306414,-121.93609714508057,San Jose,CA,United States}	{Office,Professional & Other Places,}
===
1357	Tue Oct 12 17:12:05 +0000 2010	4c7415f71b30a093b1aeeb09	{Crimson Consulting Group}	{37.397089,-122.10665,Los Altos,CA,United States}	{Professional & Other Places,}
===
1357	Fri Sep 10 23:29:03 +0000 2010	4c8abf341eafb1f760407d35	{Law Office Of Daniel Bonneville}	{39.515356,-119.80803382,Reno,NV,United States}	{Professional & Other Places,}
1357	Fri Sep 10 00:58:05 +0000 2010	49d01698f964a520fd5a1fe3	{Golden Gate Bridge}	{37.81700118722001,-122.47821718454361,San Francisco,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
1357	Mon Sep 06 22:50:36 +0000 2010	4b9a4ebbf964a52031ab35e3	{Dell Round Rock 1}	{30.485278,-97.6675,Round Rock,TX,United States}	{Professional & Other Places,}
1357	Fri Aug 27 19:37:49 +0000 2010	4b2537ddf964a520366e24e3	{Angelina's Cafe}	{37.78415768,-122.48190623333333,San Francisco,CA,United States}	{Food,}
1357	Tue Aug 24 18:57:36 +0000 2010	4c7415f71b30a093b1aeeb09	{Crimson Consulting Group}	{37.397089,-122.10665,Los Altos,CA,United States}	{Professional & Other Places,}
1357	Sun Aug 22 02:32:30 +0000 2010	4b68e900f964a520bc922be3	{the lodge at galena}	{39.372011,-119.845115,Reno,NV,United States}	{Food,}
===
1357	Sat Jul 10 20:10:01 +0000 2010	41326e00f964a520c0131fe3	{Bellagio Hotel & Casino}	{36.112498113604694,-115.17571357074823,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
1357	Sat Jul 10 04:42:44 +0000 2010	41326e00f964a520c0131fe3	{Bellagio Hotel & Casino}	{36.112498113604694,-115.17571357074823,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
1357	Sat Jul 10 04:39:45 +0000 2010	41326e00f964a520c0131fe3	{Bellagio Hotel & Casino}	{36.112498113604694,-115.17571357074823,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
1357	Thu Jul 01 00:53:56 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Sat Jun 26 03:11:27 +0000 2010	43e4ffc6f964a520f02e1fe3	{Cafe Gratitude}	{37.75899052619934,-122.412598,San Francisco,CA,United States}	{Food,}
1357	Tue Jun 22 02:19:07 +0000 2010	4af1fb78f964a520f2e421e3	{Pacific Catch}	{37.92864478109735,-122.5175142288208,Corte Madera,CA,United States}	{Food,}
1357	Sun Jun 20 22:55:01 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Fri Jun 18 03:20:39 +0000 2010	4abd2857f964a520c98820e3	{Computer History Museum}	{37.41452468098636,-122.07739323377609,Mountain View,CA,United States}	{Museum,Arts & Entertainment,}
1357	Wed Jun 16 22:33:33 +0000 2010	43e4ffc6f964a520f02e1fe3	{Cafe Gratitude}	{37.75899052619934,-122.412598,San Francisco,CA,United States}	{Food,}
1357	Sun Jun 13 21:27:37 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Sat Jun 05 21:31:01 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Sat May 22 21:51:53 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Mon May 10 19:54:20 +0000 2010	4b2537ddf964a520366e24e3	{Angelina's Cafe}	{37.78415768,-122.48190623333333,San Francisco,CA,United States}	{Food,}
1357	Fri Apr 30 01:59:52 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Sun Apr 25 02:48:28 +0000 2010	4af1fb78f964a520f2e421e3	{Pacific Catch}	{37.92864478109735,-122.5175142288208,Corte Madera,CA,United States}	{Food,}
1357	Tue Apr 20 00:31:53 +0000 2010	4af1fb78f964a520f2e421e3	{Pacific Catch}	{37.92864478109735,-122.5175142288208,Corte Madera,CA,United States}	{Food,}
1357	Mon Apr 05 23:27:30 +0000 2010	4af1fb78f964a520f2e421e3	{Pacific Catch}	{37.92864478109735,-122.5175142288208,Corte Madera,CA,United States}	{Food,}
1357	Fri Mar 19 22:20:41 +0000 2010	4a672af6f964a520f8c81fe3	{Tully's Coffee}	{47.618049,-122.200208,Bellevue,WA,United States}	{Food,}
1357	Mon Mar 01 20:53:44 +0000 2010	4a39452ef964a5204c9f1fe3	{La Terrasse}	{37.80194849179104,-122.45614782464152,San Francisco,CA,United States}	{Food,}
1357	Mon Mar 01 20:53:20 +0000 2010	4a39452ef964a5204c9f1fe3	{La Terrasse}	{37.80194849179104,-122.45614782464152,San Francisco,CA,United States}	{Food,}
1357	Fri Feb 26 02:56:04 +0000 2010	435ad280f964a52006291fe3	{Mel's Drive-In}	{37.78441844686463,-122.40456640720367,San Francisco,CA,United States}	{Food,}
1357	Thu Feb 25 02:56:57 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Thu Feb 25 02:56:08 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Tue Feb 23 20:11:34 +0000 2010	4b2537ddf964a520366e24e3	{Angelina's Cafe}	{37.78415768,-122.48190623333333,San Francisco,CA,United States}	{Food,}
1357	Tue Feb 23 02:19:47 +0000 2010	4b022bc4f964a520104822e3	{Borders}	{37.963621,-122.51427412033081,San Rafael,CA,United States}	{Shop & Service,}
1357	Mon Feb 22 20:47:19 +0000 2010	4a39452ef964a5204c9f1fe3	{La Terrasse}	{37.80194849179104,-122.45614782464152,San Francisco,CA,United States}	{Food,}
1357	Sat Feb 20 04:27:30 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Sat Feb 20 00:51:42 +0000 2010	49ca9c5cf964a520c7581fe3	{Starbucks}	{37.894456,-122.530823,Mill Valley,CA,United States}	{Food,}
1357	Fri Feb 19 03:59:10 +0000 2010	46002d20f964a52093441fe3	{Whole Foods Market}	{37.789912784665255,-122.4235725402832,San Francisco,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1357	Wed Feb 17 20:42:00 +0000 2010	49d8056ff964a520935d1fe3	{John Campbell's Irish Bakery}	{37.78020316,-122.479867,San Francisco,CA,United States}	{Food,}
1357	Wed Feb 17 03:28:10 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Wed Feb 17 03:13:30 +0000 2010	4b32ab48f964a520681125e3	{Cafe Gratitude}	{37.976378,-122.549287,San Rafael,CA,United States}	{Food,}
1357	Sat Feb 06 20:08:46 +0000 2010	49c1ae9ff964a520c3551fe3	{Mel's Drive-In}	{37.79947602782782,-122.43738859891891,San Francisco,CA,United States}	{Food,}
===
1357	Sun Dec 27 00:47:00 +0000 2009	4aea6580f964a52063bb21e3	{Consolidated Theatres Ward Stadium 16}	{21.294327133425934,-157.8537853366893,Honolulu,HI,United States}	{Arts & Entertainment,Movie Theater,}
1357	Sun Dec 20 23:32:46 +0000 2009	4bbf636085fbb7136b187267	{Andal? Mexican Restaurant}	{37.61742686528364,-122.39039897918701,San Francisco,CA,United States}	{Food,}
1357	Sun Dec 13 21:19:43 +0000 2009	4bcb5e900687ef3bbc95ddcc	{San Rafael Farmers Market - Civic Center}	{37.99764426571247,-122.53242084530926,San Rafael,CA,United States}	{Shop & Service,Food & Drink Shop,}
1357	Wed Dec 09 20:38:37 +0000 2009	43ce64f7f964a520dd2d1fe3	{Cafe du Soleil}	{37.771181,-122.4302427,San Francisco,CA,United States}	{Food,}
