181	Wed Aug 10 00:55:29 +0000 2011	4af1284bf964a520cae021e3	{Dargan's Irish Pub}	{34.41897021950411,-119.69733975223532,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Thu Jul 22 16:23:59 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Tue Jul 20 14:46:57 +0000 2010	4bd2eff5caff952176a3d3f0	{Drip Coffee}	{32.850904351395165,-96.80969543916044,Dallas,TX,United States}	{Food,}
181	Mon Jul 19 13:04:50 +0000 2010	4b004637f964a520383c22e3	{Santa Barbara Municipal Airport (SBA)}	{34.42560251920569,-119.83637809753418,Santa Barbara,CA,United States}	{Travel & Transport,Airport,}
181	Sat Jul 17 01:44:13 +0000 2010	4b252867f964a5201c6d24e3	{Los Agaves}	{34.42747664173163,-119.68666426794822,Santa Barbara,CA,United States}	{Food,}
181	Thu Jul 15 23:06:17 +0000 2010	4b33f7c6f964a520042325e3	{Yogurtland}	{34.41822141731885,-119.6975207815509,Santa Barbara,CA,United States}	{Food,}
181	Sat Jul 10 01:05:55 +0000 2010	4afebfd9f964a5202b3022e3	{Shoreline Park}	{34.39655243709524,-119.70675230026245,Santa Barbara,CA,United States}	{Outdoors & Recreation,Food,}
181	Thu Jul 01 04:33:22 +0000 2010	4b004637f964a520383c22e3	{Santa Barbara Municipal Airport (SBA)}	{34.42560251920569,-119.83637809753418,Santa Barbara,CA,United States}	{Travel & Transport,Airport,}
181	Thu Jul 01 02:06:48 +0000 2010	449e9fb9f964a520c0341fe3	{Phoenix Sky Harbor International Airport (PHX)}	{33.43562440517176,-112.00306606318918,Phoenix,AZ,United States}	{Travel & Transport,}
181	Sun Jun 27 03:08:36 +0000 2010	4c15a62cb7b9c928f958ad37	{Ca Dario}	{34.42526940087925,-119.70482964549069,Santa Barbara,CA,United States}	{Food,}
181	Sun Jun 27 01:25:02 +0000 2010	4b3e5f76f964a520169c25e3	{Boathouse at Hendry's Beach}	{34.403439688210135,-119.74406719207764,Santa Barbara,CA,United States}	{Food,}
181	Sat Jun 19 21:20:13 +0000 2010	4abd6e3bf964a520408a20e3	{Live Culture}	{34.41923343333333,-119.69963371753693,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Thu Jun 17 20:15:07 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun Jun 13 04:56:05 +0000 2010	4b6db11cf964a520f0862ce3	{Velvet Jones}	{34.416379,-119.69516055,Santa Barbara,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
181	Sun Jun 13 03:56:44 +0000 2010	4b6db11cf964a520f0862ce3	{Velvet Jones}	{34.416379,-119.69516055,Santa Barbara,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
181	Sat Jun 12 21:11:33 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sat Jun 12 21:08:04 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Wed Jun 09 20:04:10 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sat Jun 05 17:21:25 +0000 2010	4b79ef3df964a520351b2fe3	{University Circle 'Hood}	{34.44587613826926,-119.81077660502042,Goleta,CA,United States}	{Residence,}
181	Sat Jun 05 02:05:45 +0000 2010	4b4ce6a3f964a52082c326e3	{Los Arroyos}	{34.421995,-119.703733,Santa Barbara,CA,United States}	{Food,}
181	Fri Jun 04 02:27:13 +0000 2010	4aee7522f964a520ded321e3	{Santa Barbara Brewing Company}	{34.41691,-119.6957,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Wed Jun 02 00:20:22 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon May 31 15:57:52 +0000 2010	4a8851dff964a520de0520e3	{Goleta Beach County Park}	{34.416575237889326,-119.83118534088135,Goleta,CA,United States}	{Outdoors & Recreation,}
181	Sun May 30 03:25:21 +0000 2010	4ae2b054f964a5204e8f21e3	{Blush Restaurant + Lounge}	{34.418662,-119.69751944,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Sun May 30 01:57:38 +0000 2010	4b4bb472f964a520aea426e3	{Carlitos Cafe y Cantina}	{34.42504059015429,-119.70641921650723,Santa Barbara,CA,United States}	{Food,}
181	Fri May 28 21:51:35 +0000 2010	480b7de8f964a5201d4f1fe3	{Brophy Bros. Restaurant & Clam Bar}	{34.40404979330202,-119.69331744703467,Santa Barbara,CA,United States}	{Food,}
181	Thu May 27 20:33:11 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Thu May 27 00:49:08 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon May 24 23:11:21 +0000 2010	4b4e2bbef964a520f1e326e3	{Carr Winery & Tasting Room}	{34.42250286673187,-119.68769394718063,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Sat May 22 21:16:55 +0000 2010	4b77172ff964a5205f7c2ee3	{O'Reilly Auto Parts}	{34.43933097031485,-119.75071065608898,Santa Barbara,CA,United States}	{Shop & Service,}
181	Sat May 22 20:17:11 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri May 21 02:42:18 +0000 2010	4b1d5637f964a520fd0e24e3	{Starbucks}	{34.03418587928613,-118.69359612464905,Malibu,CA,United States}	{Food,}
181	Sat May 15 01:58:04 +0000 2010	4a30764af964a52070991fe3	{Snapper Jack's Taco Shack}	{34.215040510332656,-119.0063202381134,Camarillo,CA,United States}	{Food,}
181	Thu May 13 22:06:58 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon May 10 21:49:42 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun May 09 02:57:31 +0000 2010	4a178534f964a52062791fe3	{Joe's Cafe}	{34.41775237982707,-119.69653844833374,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Sun May 09 02:16:29 +0000 2010	4b3c5a1ff964a520fd8325e3	{Blue Agave}	{34.418305,-119.695991,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Sat May 08 19:38:59 +0000 2010	4bd49aaecfa7b713ab7124da	{Sears}	{34.440418,-119.748715,Santa Barbara,CA,United States}	{Shop & Service,}
181	Thu May 06 19:45:31 +0000 2010	4ae61edbf964a520dfa421e3	{ARIA Resort & Casino}	{36.107811135638265,-115.17644200474405,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
181	Wed May 05 22:42:25 +0000 2010	4a677f82f964a52091c91fe3	{Las Vegas McCarran International Airport (LAS)}	{36.08365019548198,-115.14985084533691,Las Vegas,NV,United States}	{Travel & Transport,}
181	Tue May 04 21:07:41 +0000 2010	4b70b19ff964a520092a2de3	{Goleta DMV Office}	{34.42887688034729,-119.87667560577393,Goleta,CA,United States}	{Professional & Other Places,}
181	Tue May 04 20:32:46 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon May 03 20:58:19 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun May 02 01:48:38 +0000 2010	4a178534f964a52062791fe3	{Joe's Cafe}	{34.41775237982707,-119.69653844833374,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Wed Apr 28 03:38:04 +0000 2010	4aad631ef964a520026020e3	{Sandbar}	{34.417274,-119.6959,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Sun Apr 25 20:52:40 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri Apr 23 22:08:17 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Thu Apr 22 19:44:31 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Thu Apr 22 15:38:42 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Wed Apr 21 17:33:21 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Tue Apr 20 21:27:27 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon Apr 19 01:39:41 +0000 2010	4bcbb4520687ef3bc150decc	{Carlos Mexican Restaurant & Cantina}	{33.46707760141413,-117.69436063283176,Dana Point,CA,United States}	{Food,}
181	Sun Apr 18 15:30:56 +0000 2010	4b582286f964a520dc4b28e3	{Comfort Inn & Suites}	{32.76066726290551,-117.18868374824524,San Diego,CA,United States}	{Travel & Transport,}
181	Sun Apr 18 01:41:22 +0000 2010	4aab09cef964a520a95820e3	{Breakwater Brewing Co.}	{33.195250783333336,-117.37890186,Oceanside,CA,United States}	{Nightlife Spot,}
181	Sat Apr 17 00:11:33 +0000 2010	480b7de8f964a5201d4f1fe3	{Brophy Bros. Restaurant & Clam Bar}	{34.40404979330202,-119.69331744703467,Santa Barbara,CA,United States}	{Food,}
181	Sat Apr 17 00:11:33 +0000 2010	480b7de8f964a5201d4f1fe3	{Brophy Bros. Restaurant & Clam Bar}	{34.40404979330202,-119.69331744703467,Santa Barbara,CA,United States}	{Food,}
181	Fri Apr 16 22:08:53 +0000 2010	4a89b981f964a520d30820e3	{Coffee Cat}	{34.42446088746524,-119.70346927642822,Santa Barbara,CA,United States}	{Food,Arts & Entertainment,}
181	Fri Apr 16 00:56:14 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Thu Apr 15 07:12:33 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Wed Apr 14 22:02:54 +0000 2010	4a89b981f964a520d30820e3	{Coffee Cat}	{34.42446088746524,-119.70346927642822,Santa Barbara,CA,United States}	{Food,Arts & Entertainment,}
181	Wed Apr 14 21:42:13 +0000 2010	4b107e4cf964a520a77123e3	{Apple Store, State Street}	{34.4213286233217,-119.701544216385,Santa Barbara,CA,United States}	{Shop & Service,}
181	Wed Apr 14 20:50:28 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sat Apr 10 20:32:51 +0000 2010	4b42b66af964a52010d925e3	{Blenders in the Grass}	{34.43930088399403,-119.75282192230225,Santa Barbara,CA,United States}	{Food,}
181	Sat Apr 10 01:05:23 +0000 2010	4b47d467f964a520a44026e3	{Reds Wine Bar}	{34.414592645592464,-119.69141006469727,Santa Barbara,CA,United States}	{Nightlife Spot,}
