3401	Sat Jul 30 16:58:49 +0000 2011	4a75d706f964a52066e11fe3	{Model Bakery}	{38.30144636666667,-122.281962,Napa,CA,United States}	{Food,}
3401	Wed May 04 04:59:09 +0000 2011	4a6004d4f964a520aac01fe3	{Hotel Durant}	{37.867953,-122.25639196,Berkeley,CA,United States}	{Travel & Transport,}
3401	Wed May 04 01:22:16 +0000 2011	438d5552f964a520312b1fe3	{Bay Street Emeryville}	{37.83380180566804,-122.2923003805314,Emeryville,CA,United States}	{Shop & Service,Arts & Entertainment,}
3401	Tue May 03 20:17:04 +0000 2011	4b293cbdf964a520749b24e3	{Alta Bates Summit Medical Center-Herrick Campus}	{37.8639860317896,-122.2688198650828,Berkeley,CA,United States}	{Medical Center,Professional & Other Places,}
3401	Tue May 03 16:15:12 +0000 2011	4a99d29bf964a520ac3020e3	{Jamba Juice}	{37.86879366666667,-122.258909,Berkeley,CA,United States}	{Food,}
3401	Sat Apr 30 20:42:54 +0000 2011	4b79bf18f964a5205b0f2fe3	{76}	{35.98852336406708,-119.960103,Kettleman City,CA,United States}	{Shop & Service,}
3401	Sat Apr 30 03:25:54 +0000 2011	4bba8cadcf2fc9b6f7bba102	{CVS}	{33.896070201798416,-117.9286845847614,Fullerton,CA,United States}	{Shop & Service,}
3401	Sat Apr 30 02:45:47 +0000 2011	4b30454df964a52079f824e3	{Target}	{33.879198539199955,-117.96164274215698,Fullerton,CA,United States}	{Shop & Service,}
3401	Fri Apr 29 02:03:31 +0000 2011	4493522af964a5207c341fe3	{Oakland International Airport (OAK)}	{37.71226740592608,-122.21261143684387,Oakland,CA,United States}	{Travel & Transport,}
3401	Thu Apr 28 00:49:48 +0000 2011	4b4102c9f964a52054bf25e3	{Alta Bates Summit Medical Center: Alta Bates Campus}	{37.855422239280486,-122.25755956399786,Berkeley,CA,United States}	{Medical Center,Professional & Other Places,}
3401	Wed Apr 27 04:38:41 +0000 2011	4b4102c9f964a52054bf25e3	{Alta Bates Summit Medical Center: Alta Bates Campus}	{37.855422239280486,-122.25755956399786,Berkeley,CA,United States}	{Medical Center,Professional & Other Places,}
3401	Wed Apr 27 01:51:14 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
3401	Tue Apr 26 02:34:39 +0000 2011	4b25947af964a520197424e3	{Albertsons}	{33.8784560415009,-117.9655862750335,Fullerton,CA,United States}	{Shop & Service,Food & Drink Shop,}
3401	Sat Apr 23 02:36:10 +0000 2011	45428531f964a5205a3c1fe3	{Stadium Tavern}	{33.87245017,-117.92510841666666,Fullerton,CA,United States}	{Nightlife Spot,}
3401	Sun Apr 17 04:15:38 +0000 2011	4a8f058df964a5209b1320e3	{Murasaki Sushi}	{33.70044949025321,-117.90795659628698,Santa Ana,CA,United States}	{Food,}
3401	Thu Apr 14 03:32:59 +0000 2011	4a9053e6f964a5204e1720e3	{Chipotle Mexican Grill}	{33.874549287189055,-117.89009875275809,Fullerton,CA,United States}	{Food,}
3401	Tue Apr 12 00:20:19 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Apr 08 01:18:07 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Apr 07 02:44:46 +0000 2011	4b25947af964a520197424e3	{Albertsons}	{33.8784560415009,-117.9655862750335,Fullerton,CA,United States}	{Shop & Service,Food & Drink Shop,}
3401	Tue Apr 05 00:26:06 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sat Apr 02 00:23:05 +0000 2011	4ab58740f964a5202b7520e3	{Apple Store, Brea Mall}	{33.9155083333333,-117.885873961938,Brea,CA,United States}	{Shop & Service,}
3401	Fri Apr 01 02:19:25 +0000 2011	4b5f8217f964a5207bbe29e3	{Anaheim Feed and Pet Supply}	{33.86009638403572,-117.91953664416967,Anaheim,CA,United States}	{Shop & Service,}
3401	Fri Apr 01 00:51:37 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Mar 31 00:19:08 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Tue Mar 29 01:40:45 +0000 2011	4b25947af964a520197424e3	{Albertsons}	{33.8784560415009,-117.9655862750335,Fullerton,CA,United States}	{Shop & Service,Food & Drink Shop,}
3401	Tue Mar 29 00:20:35 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Mar 25 03:34:45 +0000 2011	4bd9ad98e914a593065d57fa	{Gothic Moon Studios}	{33.79168964785599,-117.85866444327056,Orange,CA,United States}	{Professional & Other Places,}
3401	Tue Mar 22 00:23:01 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Mar 17 00:26:50 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Wed Mar 16 04:19:46 +0000 2011	4b30454df964a52079f824e3	{Target}	{33.879198539199955,-117.96164274215698,Fullerton,CA,United States}	{Shop & Service,}
3401	Wed Mar 16 00:54:33 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Tue Mar 15 01:42:18 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sat Mar 12 22:21:11 +0000 2011	4a1b0dd8f964a520c67a1fe3	{Aquarium of the Pacific}	{33.76195234245617,-118.1970763206482,Long Beach,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
3401	Fri Mar 11 03:04:34 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Tue Mar 08 01:25:07 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Mar 04 07:32:14 +0000 2011	4b3bd640f964a520357c25e3	{BJ's Restaurant & Brewhouse}	{33.93613240562825,-118.1224250793457,Downey,CA,United States}	{Nightlife Spot,Food,}
3401	Thu Mar 03 03:14:35 +0000 2011	4ad14a1df964a520e1dd20e3	{Ren?e and Henry Segerstrom Concert Hall}	{33.69178103693052,-117.88222789764406,Costa Mesa,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3401	Wed Mar 02 01:58:39 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sun Feb 27 18:56:32 +0000 2011	4b1f2d9df964a520af2424e3	{Bear Mountain Ski Resort}	{34.227966064313975,-116.86086416244507,Big Bear Lake,CA,United States}	{Nightlife Spot,Outdoors & Recreation,Ski Area,}
3401	Sat Feb 26 05:26:28 +0000 2011	45428531f964a5205a3c1fe3	{Stadium Tavern}	{33.87245017,-117.92510841666666,Fullerton,CA,United States}	{Nightlife Spot,}
3401	Thu Feb 24 02:32:14 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Wed Feb 23 04:26:11 +0000 2011	4ab959fff964a5200c7f20e3	{The Auld Dubliner}	{33.69824376322744,-117.82712459564209,Tustin,CA,United States}	{Nightlife Spot,Food,}
3401	Tue Feb 22 01:29:55 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sun Feb 20 04:52:24 +0000 2011	4af638e5f964a520640222e3	{ChaCha's}	{33.91868173273726,-117.90052987019378,Brea,CA,United States}	{Food,}
3401	Sun Feb 20 02:59:22 +0000 2011	4a95b776f964a520412420e3	{Edwards Brea Stadium West 10}	{33.919120340898324,-117.90096044540405,Brea,CA,United States}	{Arts & Entertainment,Movie Theater,}
3401	Sat Feb 19 15:38:02 +0000 2011	4b087230f964a5200d0c23e3	{Starbucks}	{33.80379221801386,-117.88744747638702,Anaheim,CA,United States}	{Food,}
3401	Fri Feb 18 15:08:53 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Feb 18 01:55:47 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Feb 17 01:25:13 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Wed Feb 16 15:05:36 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Wed Feb 16 01:57:24 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sun Feb 13 19:42:47 +0000 2011	4b4a8a01f964a5203d8a26e3	{Citrus City Grille}	{33.78864968735586,-117.85335904527173,Orange,CA,United States}	{Food,}
3401	Fri Feb 11 15:14:54 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Feb 11 03:12:05 +0000 2011	4b25947af964a520197424e3	{Albertsons}	{33.8784560415009,-117.9655862750335,Fullerton,CA,United States}	{Shop & Service,Food & Drink Shop,}
3401	Fri Feb 11 01:58:22 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Feb 10 03:42:30 +0000 2011	4b8879ebf964a520b0fa31e3	{Original Mike's}	{33.74518184134652,-117.86805009739736,Santa Ana,CA,United States}	{Nightlife Spot,Food,}
3401	Wed Feb 09 15:08:46 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sat Jan 29 21:09:10 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Jan 28 01:58:46 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Jan 27 15:04:49 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Thu Jan 27 05:16:16 +0000 2011	4ba7e434f964a52051bc39e3	{Lucille's Smokehouse Bar-B-Que}	{33.8286617,-118.0863976,Long Beach,CA,United States}	{Food,}
3401	Thu Jan 27 01:26:54 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Tue Jan 25 22:47:14 +0000 2011	4b523106f964a520a46e27e3	{Office Depot}	{34.03356074298147,-117.62807352445556,Ontario,CA,United States}	{Shop & Service,}
3401	Tue Jan 25 05:45:56 +0000 2011	4a8c7121f964a520020e20e3	{Cantina Lounge}	{33.87782,-117.88163,Fullerton,CA,United States}	{Food,}
3401	Tue Jan 25 03:43:06 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Sun Jan 23 03:19:59 +0000 2011	4ad5fa81f964a520470421e3	{Starbucks}	{33.87374076656532,-117.92412497515426,Fullerton,CA,United States}	{Food,}
3401	Thu Jan 20 01:29:08 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Tue Jan 18 03:36:54 +0000 2011	4d2bdbfe342d6dcba8261acb	{Home!}	{33.87330370892639,-117.93075839658111,Fullerton,CA,United States}	{Residence,}
3401	Tue Jan 18 01:23:24 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Jan 14 05:54:20 +0000 2011	4d2bdbfe342d6dcba8261acb	{Home!}	{33.87330370892639,-117.93075839658111,Fullerton,CA,United States}	{Residence,}
3401	Fri Jan 14 02:26:49 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Fri Jan 14 01:32:00 +0000 2011	4c3a12b018e72d7f84491bf5	{60 Fwy}	{34.030468,-117.6506930204581,Ontario,CA,United States}	{Travel & Transport,}
3401	Thu Jan 13 05:59:32 +0000 2011	4d2bdbfe342d6dcba8261acb	{Home!}	{33.87330370892639,-117.93075839658111,Fullerton,CA,United States}	{Residence,}
3401	Thu Jan 13 05:59:32 +0000 2011	4d2bdbfe342d6dcba8261acb	{Home!}	{33.87330370892639,-117.93075839658111,Fullerton,CA,United States}	{Residence,}
3401	Thu Jan 13 04:15:30 +0000 2011	4cfab54fd8468cfabdbcef6b	{Chipotle Mexican Grill}	{33.68535901042298,-117.8112938548702,Irvine,CA,United States}	{Food,}
3401	Wed Jan 12 02:01:18 +0000 2011	4c6df13910faa1438098ef68	{Gold's Gym}	{33.87995989450431,-117.96324117584962,Fullerton,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3401	Tue Jan 11 04:28:24 +0000 2011	4d2bdbfe342d6dcba8261acb	{Home!}	{33.87330370892639,-117.93075839658111,Fullerton,CA,United States}	{Residence,}
