3351	Sat May 21 02:36:43 +0000 2011	50ca02bd245f2d4aa8c2a952	{The Elephant Bar}	{37.59987648908293,-122.36699366326087,Burlingame,CA,United States}	{Food,}
3351	Wed Feb 16 17:37:54 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Wed Feb 16 02:49:52 +0000 2011	4c583aeb6201e21e0f272070	{Millie's Restaurant & Bakery}	{34.28074,-118.74420940876007,Simi Valley,CA,United States}	{Food,}
3351	Tue Feb 15 21:13:15 +0000 2011	4c891520944e224b92a32185	{Target}	{34.27337163216563,-118.7977945804596,Simi Valley,CA,United States}	{Shop & Service,}
3351	Tue Feb 15 19:34:17 +0000 2011	45a9d3bef964a52026411fe3	{BJ's Restaurant & Brewhouse}	{34.16255056241621,-118.82485270500183,Westlake Village,CA,United States}	{Food,}
3351	Mon Feb 14 05:30:56 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Mon Feb 14 00:03:16 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Feb 13 22:39:38 +0000 2011	4b43bc43f964a520f2e725e3	{Big Sky Park}	{34.31034103948973,-118.75372592731361,Simi Valley,CA,United States}	{Outdoors & Recreation,}
3351	Sun Feb 13 18:55:49 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Feb 13 04:06:30 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Sat Feb 12 18:59:25 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Fri Feb 11 22:53:54 +0000 2011	4a249c96f964a5203b7e1fe3	{The Oaks}	{34.18464833421288,-118.88846397399902,Thousand Oaks,CA,United States}	{Shop & Service,Professional & Other Places,}
3351	Thu Feb 10 16:30:45 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Thu Feb 10 16:30:45 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Thu Feb 10 07:45:50 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Thu Feb 10 07:45:39 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Wed Feb 09 22:09:52 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Wed Feb 09 20:47:39 +0000 2011	4b018282f964a520ff4222e3	{Fresh & Easy Neighborhood Market}	{34.287021366040385,-118.70750326924352,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
3351	Tue Feb 08 03:58:35 +0000 2011	4a0992a8f964a5203a741fe3	{Claim Jumper}	{34.174421233637425,-118.84691387414932,Thousand Oaks,CA,United States}	{Nightlife Spot,Food,}
3351	Mon Feb 07 18:55:13 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Feb 06 22:59:40 +0000 2011	457bb517f964a520f33e1fe3	{Big Wangs}	{34.09962663,-118.32897092647327,Los Angeles,CA,United States}	{Nightlife Spot,}
3351	Sun Feb 06 02:33:44 +0000 2011	4b5f5928f964a52070b529e3	{The Habit}	{34.28672702257282,-118.71671140193939,Simi Valley,CA,United States}	{Food,}
3351	Sat Feb 05 19:43:06 +0000 2011	4c891520944e224b92a32185	{Target}	{34.27337163216563,-118.7977945804596,Simi Valley,CA,United States}	{Shop & Service,}
3351	Sat Feb 05 18:53:42 +0000 2011	4c962fc3f7cfa1cd6dcfc315	{Uncle Al's}	{34.28871453726804,-118.72563122821994,Simi Valley,CA,United States}	{Residence,}
3351	Sat Feb 05 02:36:22 +0000 2011	49d68225f964a520e15c1fe3	{Romano's Macaroni Grill}	{34.28750871,-118.71726181666666,Simi Valley,CA,United States}	{Food,}
3351	Fri Feb 04 02:50:52 +0000 2011	49ce782cf964a520425a1fe3	{Chi-Chi's Pizza}	{34.27268596544352,-118.69217817724642,Simi Valley,CA,United States}	{Food,}
3351	Thu Feb 03 17:00:38 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Wed Feb 02 19:18:36 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Sun Jan 30 20:33:24 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sat Jan 29 18:33:58 +0000 2011	4d4422581911a093cac5d4d8	{Grand National Roadster Show}	{34.08375,-117.76328,Pomona,CA,United States}	{Arts & Entertainment,}
3351	Sat Jan 29 16:06:06 +0000 2011	4b0cbad7f964a520694123e3	{The Coffee Bean & Tea Leaf}	{34.28752224262305,-118.71595767081436,Simi Valley,CA,United States}	{Food,}
3351	Fri Jan 28 01:25:41 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Thu Jan 27 16:40:24 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Thu Jan 27 16:02:36 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Wed Jan 26 03:48:46 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Tue Jan 25 23:12:45 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Tue Jan 25 20:34:28 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Mon Jan 24 17:57:14 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sat Jan 22 03:12:58 +0000 2011	4af8e11ef964a5206d1022e3	{Islands Restaurant}	{34.2841575330543,-118.77663869573813,Simi Valley,CA,United States}	{Food,}
3351	Thu Jan 20 01:47:19 +0000 2011	4b8b1e6ef964a520bd9332e3	{Wood Ranch}	{34.27867104616175,-118.872250020504,Moorpark,CA,United States}	{Food,}
3351	Wed Jan 19 02:44:08 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Tue Jan 18 22:20:37 +0000 2011	4cfa9b157f2db1f7229228d4	{The Colour Bar}	{34.2796292,-118.69074358333333,Simi Valley,CA,United States}	{Shop & Service,}
3351	Mon Jan 17 22:37:07 +0000 2011	4a0e150df964a520c7751fe3	{Bob's Big Boy}	{34.15236739668237,-118.34613740444183,Burbank,CA,United States}	{Food,}
3351	Mon Jan 17 17:13:39 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Sun Jan 16 19:38:58 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sun Jan 16 18:04:33 +0000 2011	4c962fc3f7cfa1cd6dcfc315	{Uncle Al's}	{34.28871453726804,-118.72563122821994,Simi Valley,CA,United States}	{Residence,}
3351	Sun Jan 16 04:44:11 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Sun Jan 16 00:23:56 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sat Jan 15 23:41:12 +0000 2011	4a1c3bbbf964a520277b1fe3	{Starbucks}	{34.28462168373817,-118.77008736133575,Simi Valley,CA,United States}	{Food,}
3351	Sat Jan 15 20:09:04 +0000 2011	4c61e40e58810f478b01061e	{Macy's}	{34.28399229,-118.7700605,Simi Valley,CA,United States}	{Shop & Service,Clothing Store,}
3351	Sat Jan 15 19:30:05 +0000 2011	4b018282f964a520ff4222e3	{Fresh & Easy Neighborhood Market}	{34.287021366040385,-118.70750326924352,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
3351	Sat Jan 15 03:18:54 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Sat Jan 15 02:02:11 +0000 2011	4b018282f964a520ff4222e3	{Fresh & Easy Neighborhood Market}	{34.287021366040385,-118.70750326924352,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
3351	Fri Jan 14 23:58:25 +0000 2011	4c8fc3790b9e3704a412625e	{Home sweet home}	{34.28446966926318,-118.70230679769166,Simi Valley,CA,United States}	{Residence,}
3351	Fri Jan 14 21:33:29 +0000 2011	4bdb9c8d2a3a0f471018b0b6	{The Rocket Fizz Soda Pop Shop}	{34.27959525102831,-118.76070499420166,Simi Valley,CA,United States}	{Shop & Service,}
3351	Fri Jan 14 20:05:22 +0000 2011	4b6ce717f964a520af5c2ce3	{Exotic Thai Bistro}	{34.28416348879894,-118.76815708701851,Simi Valley,CA,United States}	{Food,}
