422	Wed Aug 10 19:16:45 +0000 2011	4e40f99cc65b4f2fdeb0d77f	{Modesto Web Design and WordPress Customization}	{37.673218,-120.94232,Modesto,CA,United States}	{Shop & Service,}
422	Sun Aug 08 04:28:17 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sat Aug 07 04:37:04 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sat Aug 07 01:01:07 +0000 2010	4c165f2aa9c220a1ce855a9d	{Crossfit Modesto}	{37.7001054173809,-120.99481569070542,,,United States}	{Shop & Service,Gym / Fitness Center,}
422	Fri Aug 06 17:10:09 +0000 2010	4c5215d199ecc9b69a98535a	{Dynamic Chiropractic}	{37.6828378303902,-120.95482871754669,Modesto,CA,United States}	{Medical Center,Professional & Other Places,}
422	Fri Aug 06 17:10:09 +0000 2010	4c5215d199ecc9b69a98535a	{Dynamic Chiropractic}	{37.6828378303902,-120.95482871754669,Modesto,CA,United States}	{Medical Center,Professional & Other Places,}
422	Sat Jul 31 07:29:48 +0000 2010	4c2026b2eac020a10c404cc2	{White Hawk Lounge}	{37.69391582485737,-120.99246882283776,Modesto,CA,United States}	{Nightlife Spot,}
422	Fri Jul 30 03:48:25 +0000 2010	4b0586b9f964a520636b22e3	{Olive Garden}	{37.670957,-121.03772,Modesto,CA,United States}	{Food,}
422	Fri Jul 30 02:25:20 +0000 2010	4c165f2aa9c220a1ce855a9d	{Crossfit Modesto}	{37.7001054173809,-120.99481569070542,,,United States}	{Shop & Service,Gym / Fitness Center,}
422	Thu Jul 29 23:59:33 +0000 2010	4c5215d199ecc9b69a98535a	{Dynamic Chiropractic}	{37.6828378303902,-120.95482871754669,Modesto,CA,United States}	{Medical Center,Professional & Other Places,}
422	Thu Jul 29 02:34:55 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Wed Jul 28 22:15:14 +0000 2010	4b87f971f964a52041d631e3	{Car Audio Depot}	{37.682699,-120.994018,Modesto,CA,United States}	{}
422	Wed Jul 28 03:28:57 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Tue Jul 27 20:16:03 +0000 2010	4bd9eb232a3a0f4708e6a8b6	{Ripon Roadhouse}	{37.73946109389248,-121.12336993307183,Ripon,CA,United States}	{Food,}
422	Wed Jul 21 03:44:38 +0000 2010	4b81d1c5f964a520c6bf30e3	{La Morenita}	{37.690221,-120.97521952,Modesto,CA,United States}	{Food,}
422	Sat Jul 17 00:51:25 +0000 2010	4bd9eb232a3a0f4708e6a8b6	{Ripon Roadhouse}	{37.73946109389248,-121.12336993307183,Ripon,CA,United States}	{Food,}
422	Sun Jul 11 17:57:04 +0000 2010	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
422	Fri Jun 25 01:04:19 +0000 2010	4c165f2aa9c220a1ce855a9d	{Crossfit Modesto}	{37.7001054173809,-120.99481569070542,,,United States}	{Shop & Service,Gym / Fitness Center,}
422	Sat Jun 19 18:14:37 +0000 2010	4bd9eb232a3a0f4708e6a8b6	{Ripon Roadhouse}	{37.73946109389248,-121.12336993307183,Ripon,CA,United States}	{Food,}
422	Sun Jun 13 06:52:49 +0000 2010	4c1315891b5cef3b2de0edc4	{Home}	{37.686094,-120.956319,Modesto,CA,United States}	{}
422	Sat Jun 12 05:08:02 +0000 2010	4c1315891b5cef3b2de0edc4	{Home}	{37.686094,-120.956319,Modesto,CA,United States}	{}
