2033	Sun Jul 22 19:28:18 +0000 2012	46cf28b9f964a520454a1fe3	{Hollywood & Highland Center}	{34.10232154528382,-118.33939969539642,Los Angeles,CA,United States}	{Shop & Service,Arts & Entertainment,}
2033	Wed Jun 29 04:14:47 +0000 2011	4b5e7328f964a520318f29e3	{Downtown Rehearsal}	{34.03541283213773,-118.22550773620605,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
2033	Tue Jun 28 07:11:08 +0000 2011	4b4b9588f964a5200aa126e3	{7-Eleven}	{34.09738259568444,-118.33547184626084,Los Angeles,CA,United States}	{Shop & Service,}
2033	Tue Jun 28 06:34:36 +0000 2011	4adfb4daf964a520df7c21e3	{US Post Office}	{34.09712875819099,-118.33547830581665,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Tue Jun 28 05:55:32 +0000 2011	4a4ecf30f964a52018af1fe3	{Ralphs}	{34.09384145710549,-118.34446907043456,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
2033	Mon Jun 27 22:26:03 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Mon Jun 27 00:28:46 +0000 2011	4dc64261d164eb9ca004b1b3	{My Hell}	{34.10011961244625,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
2033	Mon Jun 27 00:28:29 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sun Jun 26 23:25:39 +0000 2011	4add317ff964a520896421e3	{Trader Joe's}	{34.06926415,-118.344291,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
2033	Sun Jun 26 23:00:19 +0000 2011	4a5548daf964a52004b41fe3	{Ralphs}	{34.069676,-118.343659,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
2033	Sun Jun 26 21:07:31 +0000 2011	49d0782df964a520285b1fe3	{Westside Pavilion Shopping Center}	{34.04034713723197,-118.42693090438843,Los Angeles,CA,United States}	{Shop & Service,}
2033	Sun Jun 26 18:52:19 +0000 2011	4b5b49aff964a520caf128e3	{Jacques Michael Salon}	{34.04160067171988,-118.42605113983154,Los Angeles,CA,United States}	{Shop & Service,}
2033	Sun Jun 26 18:52:19 +0000 2011	4b5b49aff964a520caf128e3	{Jacques Michael Salon}	{34.04160067171988,-118.42605113983154,Los Angeles,CA,United States}	{Shop & Service,}
2033	Sat Jun 25 16:33:38 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Wed Jun 22 06:04:16 +0000 2011	3fd66200f964a52089ee1ee3	{Boardner's}	{34.10064691736161,-118.33498477935791,Hollywood,CA,United States}	{Nightlife Spot,Food,}
2033	Mon Jun 20 21:09:56 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Sat Jun 18 18:13:41 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Thu Jun 16 21:42:50 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Thu Jun 16 18:20:12 +0000 2011	4b5b49aff964a520caf128e3	{Jacques Michael Salon}	{34.04160067171988,-118.42605113983154,Los Angeles,CA,United States}	{Shop & Service,}
2033	Wed Jun 15 04:16:14 +0000 2011	4b5e7328f964a520318f29e3	{Downtown Rehearsal}	{34.03541283213773,-118.22550773620605,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
2033	Sat Jun 11 09:00:34 +0000 2011	4dc64261d164eb9ca004b1b3	{My Hell}	{34.10011961244625,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
2033	Sat Jun 11 09:00:23 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sat Jun 11 04:46:03 +0000 2011	4a4ecf30f964a52018af1fe3	{Ralphs}	{34.09384145710549,-118.34446907043456,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
2033	Fri Jun 10 21:44:11 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Fri Jun 10 21:24:31 +0000 2011	4df28b8bd22d8c5470daaf72	{My Bitchen Stratus}	{34.157429462253184,-118.7606114901111,Agoura Hills,CA,United States}	{Residence,}
2033	Fri Jun 10 21:17:43 +0000 2011	4cc8658f5b7aa143ad4f357d	{Citibank}	{34.156524,-118.756499,Agoura Hills,CA,United States}	{Shop & Service,}
2033	Fri Jun 10 08:19:13 +0000 2011	4dc0fa1d8877c00d6ace1059	{Wilford Brimley's Diabeetis Dance Party Food Truck}	{34.09623598333334,-118.33940025,Los Angeles,CA,United States}	{Food,}
2033	Fri Jun 10 07:57:46 +0000 2011	4ac55539f964a52098b120e3	{CVS}	{34.10354499,-118.330192,Los Angeles,CA,United States}	{Shop & Service,}
2033	Fri Jun 10 03:23:16 +0000 2011	4b4fa5e9f964a520120f27e3	{El Pollo Loco}	{34.14452276966119,-118.76104831695557,Agoura Hills,CA,United States}	{Food,}
2033	Fri Jun 10 03:23:16 +0000 2011	4b4fa5e9f964a520120f27e3	{El Pollo Loco}	{34.14452276966119,-118.76104831695557,Agoura Hills,CA,United States}	{Food,}
2033	Wed Jun 08 07:34:26 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Wed Jun 08 04:27:00 +0000 2011	4b5e7328f964a520318f29e3	{Downtown Rehearsal}	{34.03541283213773,-118.22550773620605,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
2033	Tue Jun 07 10:41:07 +0000 2011	4dc64261d164eb9ca004b1b3	{My Hell}	{34.10011961244625,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
2033	Tue Jun 07 10:40:52 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Mon Jun 06 22:15:15 +0000 2011	4b79ccd8f964a520e9122fe3	{Mobil}	{34.145550694970105,-118.78051503849795,Agoura,CA,United States}	{Shop & Service,}
2033	Mon Jun 06 22:13:50 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Sun Jun 05 01:02:35 +0000 2011	4dc64261d164eb9ca004b1b3	{My Hell}	{34.10011961244625,-118.34035055263331,Los Angeles,CA,United States}	{Residence,}
2033	Sun Jun 05 01:02:09 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sat Jun 04 16:39:10 +0000 2011	4b3b6ca0f964a520987325e3	{McDonald's}	{34.144291,-118.698574,Calabasas,CA,United States}	{Food,}
2033	Sat Jun 04 06:02:11 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sat Jun 04 02:18:48 +0000 2011	488050d7f964a52028511fe3	{Borderline Bar & Grill}	{34.17655373854189,-118.87486785650253,Thousand Oaks,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2033	Thu Jun 02 22:42:42 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Wed Jun 01 05:42:45 +0000 2011	4a4ecf30f964a52018af1fe3	{Ralphs}	{34.09384145710549,-118.34446907043456,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
2033	Wed Jun 01 04:10:59 +0000 2011	4a905681f964a520601720e3	{The Piano Bar}	{34.09991700959531,-118.33064997540593,Los Angeles,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2033	Wed Jun 01 03:36:29 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Tue May 31 21:53:29 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Tue May 31 18:47:56 +0000 2011	4bc21ef0461576b08ae07c32	{Paddock Riding Club}	{34.1299414599672,-118.27188313007355,Los Angeles,CA,United States}	{Outdoors & Recreation,}
2033	Tue May 31 16:45:22 +0000 2011	4abfba33f964a520e09120e3	{Lube Masters}	{34.143018,-118.22621,Los Angeles,CA,United States}	{Shop & Service,}
2033	Tue May 31 16:26:01 +0000 2011	4b04754bf964a520515422e3	{McDonald's}	{34.096624929819015,-118.32702611200882,Los Angeles,CA,United States}	{Food,}
2033	Mon May 30 01:15:36 +0000 2011	47cedc51f964a520064e1fe3	{The Forum}	{33.95820919323983,-118.34187805652618,Inglewood,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2033	Sat May 28 04:35:30 +0000 2011	4ba270c5f964a5203bf937e3	{The Counter}	{34.098203766787925,-118.36264103651047,Los Angeles,CA,United States}	{Food,}
2033	Fri May 27 09:37:10 +0000 2011	4ac55539f964a52098b120e3	{CVS}	{34.10354499,-118.330192,Los Angeles,CA,United States}	{Shop & Service,}
2033	Fri May 27 08:48:42 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
2033	Fri May 27 04:16:23 +0000 2011	43276800f964a520b9271fe3	{El Cid}	{34.09383738,-118.282472,Los Angeles,CA,United States}	{Nightlife Spot,}
2033	Wed May 25 03:50:57 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Tue May 24 23:28:26 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Tue May 24 18:58:56 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Tue May 24 07:41:00 +0000 2011	42338280f964a5200e201fe3	{Ralphs}	{34.09849250644006,-118.34843337535858,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
2033	Mon May 23 20:52:04 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Sun May 22 20:06:49 +0000 2011	4bc21ef0461576b08ae07c32	{Paddock Riding Club}	{34.1299414599672,-118.27188313007355,Los Angeles,CA,United States}	{Outdoors & Recreation,}
2033	Sun May 22 19:46:27 +0000 2011	4a8890e0f964a520ee0620e3	{Starbucks}	{34.097697359480584,-118.32249641418457,Los Angeles,CA,United States}	{Shop & Service,Food,}
2033	Sun May 22 10:53:01 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sun May 22 10:05:45 +0000 2011	4ae6173ef964a520a9a421e3	{Wendy's}	{34.098222,-118.3452844619751,Los Angeles,CA,United States}	{Food,}
2033	Sun May 22 10:05:27 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sun May 22 05:30:34 +0000 2011	4b652ce2f964a52097e72ae3	{Club Monte Cristo}	{34.06144805392569,-118.28936845064163,Los Angeles,CA,United States}	{Nightlife Spot,}
2033	Sat May 21 16:35:24 +0000 2011	4c9d524d54c8a1cd64e2824b	{Rock Nation}	{34.14584029582277,-118.77863095421293,Agoura Hills,CA,United States}	{College & University,Music Venue,Arts & Entertainment,}
2033	Sat May 21 16:23:03 +0000 2011	4b3b6ca0f964a520987325e3	{McDonald's}	{34.144291,-118.698574,Calabasas,CA,United States}	{Food,}
2033	Sat May 21 16:23:03 +0000 2011	4b3b6ca0f964a520987325e3	{McDonald's}	{34.144291,-118.698574,Calabasas,CA,United States}	{Food,}
2033	Sat May 21 06:59:14 +0000 2011	4bea0a216295c9b6db0a8608	{Leland Way Circus}	{34.09675981,-118.33790193,Hollywood,CA,United States}	{Professional & Other Places,}
2033	Sat May 21 01:55:58 +0000 2011	40e89a00f964a520160a1fe3	{Canyon Club}	{34.14406991665952,-118.75507235527039,Agoura Hills,CA,United States}	{Music Venue,Arts & Entertainment,}
