2835	Sun Jun 26 10:53:19 +0000 2011	4e0242b1a8091704343b73b0	{Peripetie  (yeni)}	{41.036027617427585,28.982237478029806,Istanbul,,Turkey}	{Nightlife Spot,}
2835	Fri Apr 22 22:34:26 +0000 2011	49fdda63f964a520356f1fe3	{Domaine Chandon}	{38.39675281841831,-122.36432790756226,Yountville,CA,United States}	{Nightlife Spot,Food,}
2835	Fri Apr 22 21:22:52 +0000 2011	4b70bb9bf964a5200d2c2de3	{Page Wine Cellars}	{38.401247,-122.360508,Yountville,CA,United States}	{Food,}
2835	Fri Apr 22 20:17:38 +0000 2011	4a218e0df964a520117d1fe3	{Robert Sinskey Vineyards}	{38.42525206811025,-122.33704850557406,Napa,CA,United States}	{Nightlife Spot,Food,}
2835	Thu Apr 21 05:45:16 +0000 2011	4c3f6653af052d7fa2467a79	{Yountville Trolley}	{38.40322661493231,-122.36304278315664,Yountville,CA,United States}	{Travel & Transport,}
2835	Wed Apr 20 03:41:00 +0000 2011	4a3c5975f964a5206ca11fe3	{Ristorante Tra Vigne}	{38.50171711805628,-122.46402032517338,Saint Helena,CA,United States}	{Food,}
2835	Wed Apr 20 00:50:50 +0000 2011	4b4771bdf964a5204e3226e3	{Ma(i)sonry Napa Valley}	{38.40540912677775,-122.36645692772653,Yountville,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
2835	Sun Apr 17 21:57:54 +0000 2011	4c586f456418a593c3aa810e	{City of Napa}	{38.299165322827285,-122.28564262390137,Napa,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
2835	Sun Apr 17 21:57:27 +0000 2011	4c586f456418a593c3aa810e	{City of Napa}	{38.299165322827285,-122.28564262390137,Napa,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
2835	Sun Apr 03 17:01:32 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
2835	Sun Apr 03 17:01:07 +0000 2011	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
===
2835	Thu Mar 03 14:31:18 +0000 2011	4e58fd10b993732579e158e8	{Port Of St. Thomas}	{18.333092156887883,-64.92404467246304,Charlotte Amalie,USVI,U.S. Virgin Islands}	{Travel & Transport,Outdoors & Recreation,}
===
2835	Thu Jan 13 17:17:41 +0000 2011	4cdc73e299026dcb4f461381	{Hooters}	{18.333632186190275,-64.9190812778156,St. Thomas,USVI,U.S. Virgin Islands}	{Food,}
2835	Thu Jan 06 16:45:45 +0000 2011	4cdc73e299026dcb4f461381	{Hooters}	{18.333632186190275,-64.9190812778156,St. Thomas,USVI,U.S. Virgin Islands}	{Food,}
2835	Thu Dec 30 17:47:17 +0000 2010	4cdc73e299026dcb4f461381	{Hooters}	{18.333632186190275,-64.9190812778156,St. Thomas,USVI,U.S. Virgin Islands}	{Food,}
===
2835	Thu Dec 02 13:40:17 +0000 2010	4e58fd10b993732579e158e8	{Port Of St. Thomas}	{18.333092156887883,-64.92404467246304,Charlotte Amalie,USVI,U.S. Virgin Islands}	{Travel & Transport,Outdoors & Recreation,}
2835	Thu Nov 11 14:00:24 +0000 2010	4e58fd10b993732579e158e8	{Port Of St. Thomas}	{18.333092156887883,-64.92404467246304,Charlotte Amalie,USVI,U.S. Virgin Islands}	{Travel & Transport,Outdoors & Recreation,}
2835	Thu Oct 28 16:19:36 +0000 2010	4bafaf9cf964a52088173ce3	{Cyril E. King Airport (STT)}	{18.335054498074992,-64.97188796997071,Charlotte Amalie West,Saint Thomas,U.S. Virgin Islands}	{Travel & Transport,Airport,}
2835	Sun Oct 17 14:23:35 +0000 2010	4b5f570af964a520f5b429e3	{Hilton Quebec}	{46.81043789852936,-71.21522158384323,Quebec,QC,Canada}	{Travel & Transport,Food,}
2835	Mon Sep 27 23:50:54 +0000 2010	4b058652f964a5201b5c22e3	{Waik?k? Beach}	{21.276498061889264,-157.82774448394775,Honolulu,HI,United States}	{Travel & Transport,Outdoors & Recreation,Beach,Hotel,}
2835	Wed Sep 15 22:42:27 +0000 2010	4c18f6e3fe5a76b0b4cf0215	{City of Juneau}	{58.301450724359775,-134.42128658294678,Juneau,AK,United States}	{Travel & Transport,Outdoors & Recreation,}
2835	Sat Sep 11 22:14:50 +0000 2010	45f555cef964a5200e441fe3	{Seattle-Tacoma International Airport (SEA)}	{47.44364658280913,-122.30259418487549,Seatac,WA,United States}	{Travel & Transport,}
2835	Sat Sep 11 15:56:56 +0000 2010	49f5f596f964a520df6b1fe3	{Reno-Tahoe International Airport (RNO)}	{39.50581220760866,-119.77558851242065,Reno,NV,United States}	{Travel & Transport,Airport,}
2835	Sat Sep 04 02:41:20 +0000 2010	4be4cc7bcf200f47a58c123c	{CHEERS! St. Helena}	{38.50471019934317,-122.46917803965233,St. Helena,CA,United States}	{Residence,Professional & Other Places,}
2835	Fri Sep 03 02:03:07 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Sun Aug 29 22:23:45 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Sat Aug 28 23:00:54 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Sat Aug 28 05:22:00 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Fri Aug 27 00:21:36 +0000 2010	4b522be3f964a5203f6d27e3	{Cornerstone Cellars}	{38.4011612,-122.360455,Yountville,CA,United States}	{Food,}
2835	Tue Aug 24 00:57:04 +0000 2010	4bbf7bd0b083a5931387a3e9	{Terra Valentine Winery}	{38.514426,-122.539649,Saint Helena,CA,United States}	{Food,}
2835	Sat Aug 21 03:37:38 +0000 2010	4aa3fd46f964a520ba4420e3	{Vintner's Golf Club}	{38.39552718470926,-122.35841110098042,Yountville,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2835	Thu Aug 19 06:49:39 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Tue Aug 17 00:54:33 +0000 2010	4b888696f964a52043fe31e3	{Olabisi and Trahan Tasting Room}	{38.297504,-122.288492,Napa,CA,United States}	{Food,}
2835	Sun Aug 15 15:49:50 +0000 2010	4a995db4f964a520f92d20e3	{Gillwoods Cafe}	{38.50440104680694,-122.46916698373053,Saint Helena,CA,United States}	{Food,}
2835	Thu Aug 12 03:33:09 +0000 2010	4bd2177d046076b055357371	{AT&T Park}	{37.77833858778822,-122.38940119743347,San Francisco,CA,United States}	{Stadium,Arts & Entertainment,}
2835	Mon Aug 09 22:38:46 +0000 2010	4c5f6e78de6920a113f89364	{Centaurgenic Ranch}	{39.629174,-119.906378,Reno,NV,United States}	{Outdoors & Recreation,}
2835	Mon Aug 09 22:38:46 +0000 2010	4c5f6e78de6920a113f89364	{Centaurgenic Ranch}	{39.629174,-119.906378,Reno,NV,United States}	{Outdoors & Recreation,}
2835	Mon Aug 09 03:00:09 +0000 2010	4c5f6e78de6920a113f89364	{Centaurgenic Ranch}	{39.629174,-119.906378,Reno,NV,United States}	{Outdoors & Recreation,}
2835	Sun Aug 08 00:43:47 +0000 2010	4b7b380df964a520b9582fe3	{Farmstead at Long Meadow Ranch}	{38.50104990477851,-122.46307499300028,Saint Helena,CA,United States}	{Nightlife Spot,Food,}
2835	Thu Aug 05 04:38:33 +0000 2010	4c4369c674ffc9284b2b74cc	{Morimoto Napa}	{38.297023159911795,-122.28341826666102,Napa,CA,United States}	{Food,}
2835	Thu Aug 05 01:43:21 +0000 2010	4b75c747f964a5200c242ee3	{Jarvis Winery}	{38.35409798673349,-122.24394370140037,Napa,CA,United States}	{Food,}
2835	Wed Aug 04 03:08:54 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Wed Aug 04 00:30:43 +0000 2010	4a99f3d0f964a520393120e3	{Rutherford Grill}	{38.45918847912612,-122.42278264120306,Rutherford,CA,United States}	{Food,}
2835	Tue Aug 03 03:21:59 +0000 2010	4b0df5cef964a520285323e3	{Solbar at Solage Calistoga}	{38.58479057207197,-122.57036447525023,Calistoga,CA,United States}	{Food,}
2835	Sat Jul 31 05:27:24 +0000 2010	4c53a27572cf0f478d5a2dd3	{In The Tent, Beer In Hand}	{38.503703,-122.464192,Saint Helena,CA,United States}	{Outdoors & Recreation,}
2835	Thu Jul 29 04:29:59 +0000 2010	4bf0d38b24f020a19787684f	{Martini House, St Helena, Ca}	{38.503184,-122.468332,St helena,CA,United States}	{Food,}
2835	Thu Jul 29 03:03:59 +0000 2010	4a93272ef964a520fc1e20e3	{Pine Ridge Winery}	{38.40591749842296,-122.33143329620361,Napa,CA,United States}	{Outdoors & Recreation,Food,}
2835	Tue Jul 27 04:35:48 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Tue Jul 27 02:32:02 +0000 2010	3fd66200f964a5206ef11ee3	{Zuzu}	{38.2982222953028,-122.28480577468872,Napa,CA,United States}	{Food,}
2835	Mon Jul 26 01:05:53 +0000 2010	4a99f3d0f964a520393120e3	{Rutherford Grill}	{38.45918847912612,-122.42278264120306,Rutherford,CA,United States}	{Food,}
2835	Sun Jul 25 23:26:04 +0000 2010	4ab9811ff964a520a47f20e3	{Solage Calistoga}	{38.58449075115563,-122.5709518790245,Calistoga,CA,United States}	{Travel & Transport,Shop & Service,Hotel,}
2835	Sun Jul 25 20:26:27 +0000 2010	4ac03272f964a520149420e3	{Pride Mountain Vineyards}	{38.526060509038324,-122.55264043807983,St. Helena,CA,United States}	{Food,}
2835	Sun Jul 25 18:04:04 +0000 2010	4a943aabf964a520d52020e3	{Far Niente}	{38.42488217224105,-122.40335941314697,Oakville,CA,United States}	{Food,}
2835	Sun Jul 25 02:11:42 +0000 2010	4c4b9d3d42b4d13a69f7e57e	{The Vineyard House}	{38.401688,-122.36146,Yountville,CA,United States}	{Nightlife Spot,}
2835	Sat Jul 24 16:24:26 +0000 2010	4b71cb92f964a520d95c2de3	{Lita's Cafe}	{38.459191,-122.71820986666667,Santa Rosa,CA,United States}	{Food,}
2835	Sat Jul 24 06:49:57 +0000 2010	4b6a4631f964a52041d02be3	{Chrome Lotus}	{38.442345,-122.715665,Santa Rosa,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
2835	Sat Jul 24 03:51:26 +0000 2010	4a874f26f964a520c90320e3	{Cellars Of Sonoma}	{38.438011,-122.719599,Santa Rosa,CA,United States}	{Nightlife Spot,}
2835	Sat Jul 24 00:44:32 +0000 2010	4b6602f5f964a520420e2be3	{Salinia Wine Company / The NPA}	{38.471925,-122.74462427,Santa Rosa,CA,United States}	{Food,}
2835	Fri Jul 23 21:43:04 +0000 2010	4b634db6f964a520df702ae3	{Brix Restaurant}	{38.415751524363195,-122.38572789506696,Napa,CA,United States}	{Food,}
2835	Thu Jul 22 03:04:46 +0000 2010	4a985408f964a520842b20e3	{Bardessono}	{38.40313234684563,-122.36020403431108,Yountville,CA,United States}	{Nightlife Spot,Travel & Transport,Hotel,}
2835	Wed Jul 21 16:34:49 +0000 2010	4b4771bdf964a5204e3226e3	{Ma(i)sonry Napa Valley}	{38.40540912677775,-122.36645692772653,Yountville,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
2835	Wed Jul 21 01:55:49 +0000 2010	4ad8f51df964a5206d1621e3	{Castello di Amorosa}	{38.55823374656499,-122.5422790646553,Calistoga,CA,United States}	{Outdoors & Recreation,Food,}
2835	Mon Jul 19 12:30:58 +0000 2010	486a77d0f964a520f5501fe3	{Fairmont Sonoma Mission Inn & Spa}	{38.3128391250428,-122.48221768493107,Sonoma,CA,United States}	{Travel & Transport,Food,Hotel,}
2835	Mon Jul 19 01:00:18 +0000 2010	4b7b380df964a520b9582fe3	{Farmstead at Long Meadow Ranch}	{38.50104990477851,-122.46307499300028,Saint Helena,CA,United States}	{Nightlife Spot,Food,}
2835	Fri Jul 16 20:32:23 +0000 2010	4bc370b0dce4eee1d79a719d	{The Carneros Inn}	{38.25573967237484,-122.333664894104,Napa,CA,United States}	{Travel & Transport,}
2835	Thu Jul 15 04:38:24 +0000 2010	4c16ce8096040f47077873a5	{Carpe Diem Wine Bar}	{38.29835689285946,-122.28522354439401,Napa,CA,United States}	{Nightlife Spot,}
2835	Tue Jul 13 02:04:36 +0000 2010	4b63caf3f964a520d6912ae3	{G Wine Cellars}	{38.31285,-122.234011,Napa,CA,United States}	{}
2835	Sun Jul 11 18:09:37 +0000 2010	4b6375f1f964a5208a7b2ae3	{Tudal Winery}	{38.548668,-122.50339881666666,Saint Helena,CA,United States}	{Outdoors & Recreation,}
2835	Sun Jul 11 03:45:27 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Sat Jul 10 05:53:15 +0000 2010	4a874f26f964a520c90320e3	{Cellars Of Sonoma}	{38.438011,-122.719599,Santa Rosa,CA,United States}	{Nightlife Spot,}
2835	Sat Jul 10 02:45:40 +0000 2010	4a874f26f964a520c90320e3	{Cellars Of Sonoma}	{38.438011,-122.719599,Santa Rosa,CA,United States}	{Nightlife Spot,}
2835	Sat Jul 10 00:56:07 +0000 2010	4b6602f5f964a520420e2be3	{Salinia Wine Company / The NPA}	{38.471925,-122.74462427,Santa Rosa,CA,United States}	{Food,}
2835	Fri Jul 09 06:25:18 +0000 2010	4af72da6f964a520d30622e3	{Ravenous Cafe & Lounge}	{38.61207532273516,-122.87032127380371,Healdsburg,CA,United States}	{Food,}
2835	Fri Jul 09 04:16:37 +0000 2010	4bf472ed94af2d7f15a13a72	{Spoonbar}	{38.609214,-122.87030083,Healdsburg,CA,United States}	{Food,}
2835	Wed Jul 07 20:03:47 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Wed Jul 07 20:03:47 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Wed Jul 07 04:25:59 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Wed Jul 07 00:35:58 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Tue Jul 06 03:52:37 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Tue Jul 06 03:52:36 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Mon Jul 05 22:41:01 +0000 2010	4b1c1dd5f964a520730224e3	{Bennett Lane Winery}	{38.59968061966336,-122.61522923249885,Calistoga,CA,United States}	{Outdoors & Recreation,Food,}
2835	Sun Jul 04 00:09:22 +0000 2010	4b7b380df964a520b9582fe3	{Farmstead at Long Meadow Ranch}	{38.50104990477851,-122.46307499300028,Saint Helena,CA,United States}	{Nightlife Spot,Food,}
2835	Sat Jul 03 05:33:51 +0000 2010	4b7b380df964a520b9582fe3	{Farmstead at Long Meadow Ranch}	{38.50104990477851,-122.46307499300028,Saint Helena,CA,United States}	{Nightlife Spot,Food,}
2835	Sat Jul 03 05:00:18 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Fri Jul 02 21:17:13 +0000 2010	4a99b06ff964a520d72f20e3	{Clos Du Val Winery}	{38.38677965404485,-122.31263637542725,Napa,CA,United States}	{Outdoors & Recreation,Food,}
2835	Wed Jun 30 19:14:43 +0000 2010	4a90c96ff964a520761920e3	{Nana's Irish Pub}	{44.638294420030434,-124.06053146203847,Newport,OR,United States}	{Nightlife Spot,}
2835	Wed Jun 30 08:32:03 +0000 2010	41881f80f964a520f01d1fe3	{Vault Martini Bar}	{45.52483765431849,-122.68306923776157,Portland,OR,United States}	{Nightlife Spot,}
2835	Wed Jun 30 06:12:48 +0000 2010	40b13b00f964a520e7f51ee3	{Ringlers Annex}	{45.52269517619975,-122.68382603933712,Portland,OR,United States}	{Nightlife Spot,}
2835	Tue Jun 29 22:41:13 +0000 2010	4bdc59e64b1f952119cb670b	{Anne Amie Vineyards}	{45.2631256248114,-123.1277902483819,Carlton,OR,United States}	{Food,}
2835	Tue Jun 29 18:22:13 +0000 2010	4aec6d65f964a520fcc621e3	{Slappy Cakes}	{45.51645677251487,-122.61846993545673,Portland,OR,United States}	{Food,}
2835	Tue Jun 29 06:40:50 +0000 2010	4b19ccfdf964a5206be423e3	{Renner's}	{45.468079418935076,-122.71324767382289,Portland,OR,United States}	{Nightlife Spot,Arts & Entertainment,}
2835	Tue Jun 29 04:38:56 +0000 2010	40b13b00f964a520caf51ee3	{Old Market Pub & Brewery}	{45.46593,-122.748492,Portland,OR,United States}	{Nightlife Spot,}
2835	Mon Jun 28 21:38:16 +0000 2010	40b13b00f964a52016f61ee3	{Widmer Brothers Gasthaus Pub}	{45.541079553591935,-122.67693532723226,Portland,OR,United States}	{Nightlife Spot,Food,}
2835	Mon Jun 28 21:28:21 +0000 2010	4b60e073f964a52040ff29e3	{adidas America, Inc.}	{45.55991096632251,-122.69378053698914,Portland,OR,United States}	{Professional & Other Places,}
2835	Mon Jun 28 19:44:59 +0000 2010	460ad782f964a520f3441fe3	{Multnomah Falls}	{45.57768790535128,-122.11745738983154,Bridal Veil,OR,United States}	{Outdoors & Recreation,Arts & Entertainment,}
2835	Sun Jun 27 22:44:39 +0000 2010	4b47d851f964a520484126e3	{Mill Creek Brew Pub}	{46.069395,-118.334899,Walla Walla,WA,United States}	{Nightlife Spot,}
2835	Sun Jun 27 21:28:48 +0000 2010	4b9acff4f964a52027d835e3	{Basel Cellars}	{46.017452,-118.395679,Walla Walla,WA,United States}	{Food,}
2835	Sun Jun 27 21:28:47 +0000 2010	4b9acff4f964a52027d835e3	{Basel Cellars}	{46.017452,-118.395679,Walla Walla,WA,United States}	{Food,}
2835	Sun Jun 27 06:52:51 +0000 2010	4b92eea6f964a520292834e3	{Reininger Winery}	{46.05228483,-118.459893,Walla Walla,WA,United States}	{Food,}
2835	Sat Jun 26 22:34:36 +0000 2010	4b9acff4f964a52027d835e3	{Basel Cellars}	{46.017452,-118.395679,Walla Walla,WA,United States}	{Food,}
2835	Sat Jun 26 17:10:21 +0000 2010	4b2c3707f964a520f0c324e3	{Clarette's Restaurant}	{46.070887,-118.33274442,Walla Walla,WA,United States}	{Food,}
2835	Sat Jun 26 04:37:29 +0000 2010	4b47d8a5f964a5205c4126e3	{Tru Cellars Wines}	{46.067143,-118.338358,Walla Walla,WA,United States}	{Food,}
2835	Sat Jun 26 04:09:30 +0000 2010	4c1433dc82a3c9b6b9f0fcf8	{Spring Valley Vineyard}	{46.067515,-118.33958023333334,Walla Walla,WA,United States}	{Food,}
2835	Sat Jun 26 01:43:20 +0000 2010	4b5cc46af964a520034329e3	{Marcus Whitman Hotel and Conference Center}	{46.06764294091149,-118.34093724124699,Walla Walla,WA,United States}	{Travel & Transport,}
2835	Fri Jun 25 03:12:05 +0000 2010	4c131617a5eb76b0b879bfb7	{Haven Walla Walla}	{46.071971,-118.322217,Walla Walla,WA,United States}	{Travel & Transport,Hotel,}
2835	Wed Jun 23 01:47:53 +0000 2010	4bcb64c50687ef3b0da5ddcc	{Aka A Bistro}	{38.504727,-122.468915,St. Heleana,CA,United States}	{Food,}
2835	Tue Jun 22 21:09:45 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Sun Jun 20 19:08:18 +0000 2010	4b4771bdf964a5204e3226e3	{Ma(i)sonry Napa Valley}	{38.40540912677775,-122.36645692772653,Yountville,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
2835	Sun Jun 20 04:15:11 +0000 2010	4b7b380df964a520b9582fe3	{Farmstead at Long Meadow Ranch}	{38.50104990477851,-122.46307499300028,Saint Helena,CA,United States}	{Nightlife Spot,Food,}
2835	Fri Jun 18 01:29:51 +0000 2010	4b4771bdf964a5204e3226e3	{Ma(i)sonry Napa Valley}	{38.40540912677775,-122.36645692772653,Yountville,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
2835	Fri Jun 18 01:18:56 +0000 2010	4b4771bdf964a5204e3226e3	{Ma(i)sonry Napa Valley}	{38.40540912677775,-122.36645692772653,Yountville,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
2835	Thu Jun 17 15:53:46 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Thu Jun 17 15:53:44 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Wed Jun 16 21:28:14 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Wed Jun 16 21:28:13 +0000 2010	4b538243f964a5204ea027e3	{Pizzeria Tra Vigne}	{38.502532343460345,-122.46489378239212,St. Helena,CA,United States}	{Food,}
2835	Tue Jun 15 18:50:41 +0000 2010	4be4dda02468c9280878ff42	{Sogni Di Dolci}	{38.503793290581704,-122.46746988586912,Saint Helena,CA,United States}	{Food,}
2835	Tue Jun 15 02:06:36 +0000 2010	4b7b380df964a520b9582fe3	{Farmstead at Long Meadow Ranch}	{38.50104990477851,-122.46307499300028,Saint Helena,CA,United States}	{Nightlife Spot,Food,}
2835	Mon Jun 14 02:56:27 +0000 2010	4b1ebdb8f964a520d31e24e3	{Soiree lighthouse}	{38.55903915153278,-122.5365686416626,Calistoga,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2835	Sun Jun 13 02:06:43 +0000 2010	4b9003d1f964a520347033e3	{Del Dotto Vineyards}	{38.47970942784109,-122.4421372896201,Saint Helena,CA,United States}	{Food,}
2835	Wed Jun 09 21:09:17 +0000 2010	4a4cf531f964a52060ad1fe3	{Gott's Roadside}	{38.50196066674085,-122.46543001517111,Saint Helena,CA,United States}	{Food,}
2835	Sun Jun 06 19:40:39 +0000 2010	40c8f600f964a520fe001fe3	{Shoreline Amphitheatre}	{37.42555592999895,-122.0794918584107,Mountain View,CA,United States}	{Arts & Entertainment,}
2835	Sun Jun 06 19:32:23 +0000 2010	4c0bf7b5009a0f4748e8ebbf	{BFD 2010}	{37.4264,-122.08023758333333,Mountain View,CA,United States}	{Arts & Entertainment,}
