368	Tue Aug 09 20:11:26 +0000 2011	4a3bfd27f964a520faa01fe3	{Famima!!}	{34.01590347290039,-118.49652349948883,Santa Monica,CA,United States}	{Food,}
368	Thu Jul 28 07:10:32 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Wed Jul 27 05:40:07 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Wed Jul 27 04:45:09 +0000 2011	4b5c9ff5f964a520943a29e3	{Dogtown, LA}	{33.988793933691596,-118.47497682302263,Los Angeles,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
368	Tue Jul 26 08:12:00 +0000 2011	4d391d5bacf1b60cd2948718	{Hollywood}	{34.101677461543396,-118.34030628204346,Los Angeles,CA,United States}	{Outdoors & Recreation,}
368	Tue Jul 26 08:10:31 +0000 2011	4cc218ead43ba1435a2356f8	{The Intersection Biggie Got Shot}	{34.062827930899886,-118.36146354675293,West Hollywood,CA,United States}	{Travel & Transport,}
368	Tue Jul 26 08:09:58 +0000 2011	4cc63d2042d1b60ce7612813	{San vicente and Fairfax}	{34.05869489891833,-118.3635663986206,Los Angeles,CA,United States}	{Travel & Transport,}
368	Tue Jul 26 04:15:09 +0000 2011	4d391d5bacf1b60cd2948718	{Hollywood}	{34.101677461543396,-118.34030628204346,Los Angeles,CA,United States}	{Outdoors & Recreation,}
368	Tue Jul 26 04:14:47 +0000 2011	4d81c318c8bdb1f70c35d0c2	{Joe Golds Magical Dark Palace}	{34.080617,-118.357523,,,United States}	{Arts & Entertainment,}
368	Tue Jul 26 04:14:32 +0000 2011	4dad1eaff7b17c2b985b6bfa	{My fav house of boys}	{34.08695653251248,-118.35203889482426,Los Angeles,CA,United States}	{Residence,}
368	Tue Jul 26 04:14:20 +0000 2011	4b9467b0f964a520167834e3	{Melrose Avenue}	{34.08380107155366,-118.35348129272461,Los Angeles,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
368	Tue Jul 26 03:36:31 +0000 2011	4b9467b0f964a520167834e3	{Melrose Avenue}	{34.08380107155366,-118.35348129272461,Los Angeles,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
368	Tue Jul 26 03:34:20 +0000 2011	4bddc593587b2d7fd2035509	{Fairfax Avenue}	{34.03165965403274,-118.36741000032671,Los Angeles,CA,United States}	{Travel & Transport,}
368	Tue Jul 26 03:33:46 +0000 2011	4d391d5bacf1b60cd2948718	{Hollywood}	{34.101677461543396,-118.34030628204346,Los Angeles,CA,United States}	{Outdoors & Recreation,}
368	Mon Jul 25 20:04:21 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Mon Jul 25 06:12:23 +0000 2011	3fd66200f964a52081ee1ee3	{The Sidewalk Caf?}	{33.98789546423948,-118.47435772418976,Venice,CA,United States}	{Food,}
368	Mon Jul 25 06:11:53 +0000 2011	4b5c9ff5f964a520943a29e3	{Dogtown, LA}	{33.988793933691596,-118.47497682302263,Los Angeles,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
368	Mon Jul 25 06:11:26 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Mon Jul 25 00:17:37 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Sun Jul 24 23:43:53 +0000 2011	4bddc593587b2d7fd2035509	{Fairfax Avenue}	{34.03165965403274,-118.36741000032671,Los Angeles,CA,United States}	{Travel & Transport,}
368	Sun Jul 24 23:43:34 +0000 2011	4bc3afaaabf495212927c493	{La Cienega Blvd / Venice Blvd}	{34.03524390490001,-118.37787866592407,Los Angeles,CA,United States}	{Travel & Transport,}
368	Sun Jul 24 23:41:13 +0000 2011	4d391d5bacf1b60cd2948718	{Hollywood}	{34.101677461543396,-118.34030628204346,Los Angeles,CA,United States}	{Outdoors & Recreation,}
368	Sun Jul 24 21:42:20 +0000 2011	4d81c318c8bdb1f70c35d0c2	{Joe Golds Magical Dark Palace}	{34.080617,-118.357523,,,United States}	{Arts & Entertainment,}
368	Sun Jul 24 21:39:47 +0000 2011	4dad1eaff7b17c2b985b6bfa	{My fav house of boys}	{34.08695653251248,-118.35203889482426,Los Angeles,CA,United States}	{Residence,}
368	Sun Jul 24 21:23:16 +0000 2011	4d81c318c8bdb1f70c35d0c2	{Joe Golds Magical Dark Palace}	{34.080617,-118.357523,,,United States}	{Arts & Entertainment,}
368	Sun Jul 24 21:23:04 +0000 2011	4b9467b0f964a520167834e3	{Melrose Avenue}	{34.08380107155366,-118.35348129272461,Los Angeles,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
368	Sun Jul 24 00:36:08 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Sun Jul 24 00:36:08 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Sun Jul 24 00:35:52 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sat Jul 23 18:45:31 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sat Jul 23 05:53:20 +0000 2011	4bde59cbe75c0f47a2bbc703	{Venice Whaler Bar & Grill}	{33.97899022636977,-118.46667051315308,Venice,CA,United States}	{Nightlife Spot,Food,}
368	Sat Jul 23 05:52:41 +0000 2011	4b2c168af964a52054c124e3	{Venice Beach Pier}	{33.97910078299391,-118.46698700070276,Venice Beach,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
368	Sat Jul 23 04:33:38 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sat Jul 23 04:33:14 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Sat Jul 23 04:33:04 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sat Jul 23 01:21:52 +0000 2011	4a399a6ef964a5209a9f1fe3	{Enterprise Fish Co.}	{33.998649897100535,-118.48103642463684,Santa Monica,CA,United States}	{Food,}
368	Fri Jul 22 19:54:41 +0000 2011	44ded2f5f964a520d2361fe3	{Third Street Promenade}	{34.01608181718752,-118.49674344062805,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,}
368	Fri Jul 22 19:54:27 +0000 2011	4b3fb4b5f964a520b5ac25e3	{Jamba Juice}	{34.015730545966235,-118.4957081079483,Santa Monica,CA,United States}	{Food,}
368	Fri Jul 22 14:37:45 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Fri Jul 22 05:04:13 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Fri Jul 22 05:03:56 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Fri Jul 22 02:47:33 +0000 2011	4ab0415df964a520b46620e3	{Ralphs}	{33.99868547609137,-118.46162796020508,Venice,CA,United States}	{Shop & Service,Food & Drink Shop,}
368	Thu Jul 21 20:14:37 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Thu Jul 21 20:14:20 +0000 2011	4db5b38543a1369cb5d5aa03	{Livingsocial}	{34.01631000131288,-118.49499816011478,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Thu Jul 21 02:19:07 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Thu Jul 21 02:19:07 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Thu Jul 21 02:18:54 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Wed Jul 20 21:16:26 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Wed Jul 20 21:16:13 +0000 2011	4db5b38543a1369cb5d5aa03	{Livingsocial}	{34.01631000131288,-118.49499816011478,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Wed Jul 20 06:47:19 +0000 2011	4d8d60acc479a35d5c9f2d97	{Venice, CA}	{33.99646176052571,-118.46282958984374,Venice,CA,United States}	{Outdoors & Recreation,}
368	Wed Jul 20 06:46:34 +0000 2011	4d8d60acc479a35d5c9f2d97	{Venice, CA}	{33.99646176052571,-118.46282958984374,Venice,CA,United States}	{Outdoors & Recreation,}
368	Wed Jul 20 04:49:14 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
368	Tue Jul 19 23:11:34 +0000 2011	4b62c131f964a5205e512ae3	{Washington Airport Taxi Dulles}	{38.9528655,-77.4480317,dulles,VA,United States}	{Travel & Transport,}
368	Tue Jul 19 23:10:54 +0000 2011	4cbcd1f9f50e224b264901fc	{Gate C11}	{38.945778577511234,-77.44429944924883,Sterling,VA,United States}	{Travel & Transport,Airport,}
368	Tue Jul 19 22:07:15 +0000 2011	459ecd01f964a520bf401fe3	{Washington Dulles International Airport (IAD)}	{38.95263423449029,-77.44790554046631,Dulles,VA,United States}	{Travel & Transport,}
368	Tue Jul 19 12:41:43 +0000 2011	4b546d13f964a520e2ba27e3	{Starbucks}	{38.89831257703967,-77.03193062942098,Washington,DC,United States}	{Food,}
368	Tue Jul 19 12:41:29 +0000 2011	4b70a0aaf964a5201f262de3	{Chinatown Arch}	{38.899807,-77.021696,Washington,DC,United States}	{Government Building,Professional & Other Places,}
368	Tue Jul 19 11:35:35 +0000 2011	459ecd01f964a520bf401fe3	{Washington Dulles International Airport (IAD)}	{38.95263423449029,-77.44790554046631,Dulles,VA,United States}	{Travel & Transport,}
368	Tue Jul 19 05:58:56 +0000 2011	4d1cc00cc17ff04ddb46c941	{The Pooper In The Mens Restroom}	{33.94202133,-118.39770923333333,,,United States}	{Travel & Transport,Airport,}
368	Tue Jul 19 05:58:13 +0000 2011	4b7add87f964a5201e422fe3	{United Airlines}	{33.94271910566947,-118.40227603912354,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
368	Tue Jul 19 05:14:24 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
368	Tue Jul 19 03:05:46 +0000 2011	49e0e4aaf964a5207b611fe3	{Whole Foods Market}	{34.001095918015736,-118.46969604492188,Venice,CA,United States}	{Shop & Service,Food & Drink Shop,}
368	Mon Jul 18 05:54:44 +0000 2011	4d8d60acc479a35d5c9f2d97	{Venice, CA}	{33.99646176052571,-118.46282958984374,Venice,CA,United States}	{Outdoors & Recreation,}
368	Mon Jul 18 01:18:27 +0000 2011	4a1a3855f964a520897a1fe3	{Huntington Beach City Beach}	{33.66235342235485,-118.0099868774414,Huntington Beach,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sun Jul 17 06:44:37 +0000 2011	4112ca00f964a520e90b1fe3	{Snake Pit Ale House}	{34.083789607865526,-118.35421039461684,Los Angeles,CA,United States}	{Nightlife Spot,}
368	Sun Jul 17 06:44:20 +0000 2011	4b9467b0f964a520167834e3	{Melrose Avenue}	{34.08380107155366,-118.35348129272461,Los Angeles,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
368	Fri Jul 15 19:21:15 +0000 2011	4bad0a75f964a52081273be3	{Umami Burger}	{34.01549043568752,-118.49186182022095,Santa Monica,CA,United States}	{Food,}
368	Fri Jul 15 18:38:59 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Fri Jul 15 18:38:43 +0000 2011	4c96504038dd8cfaa257da62	{Santa Monica Boulevard}	{34.015682,-118.496143,Santa Monica,CA,United States}	{Travel & Transport,Shop & Service,Professional & Other Places,}
368	Fri Jul 15 14:50:42 +0000 2011	4bf09bac3a15d13ae0ca3e9f	{6th And Vernon}	{33.99657718350335,-118.47041451626012,Venice,CA,United States}	{}
368	Fri Jul 15 06:38:19 +0000 2011	4d81c318c8bdb1f70c35d0c2	{Joe Golds Magical Dark Palace}	{34.080617,-118.357523,,,United States}	{Arts & Entertainment,}
368	Fri Jul 15 03:39:39 +0000 2011	4b9467b0f964a520167834e3	{Melrose Avenue}	{34.08380107155366,-118.35348129272461,Los Angeles,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
368	Wed Jul 13 17:38:42 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Tue Jul 12 15:25:52 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Tue Jul 12 15:25:35 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Tue Jul 12 07:05:41 +0000 2011	4bf09bac3a15d13ae0ca3e9f	{6th And Vernon}	{33.99657718350335,-118.47041451626012,Venice,CA,United States}	{}
368	Tue Jul 12 07:05:21 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Tue Jul 12 07:05:21 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Tue Jul 12 04:27:56 +0000 2011	41059b00f964a5207f0b1fe3	{Ye Olde King's Head}	{34.01451664815085,-118.49726378917694,Santa Monica,CA,United States}	{Nightlife Spot,Food,}
368	Mon Jul 11 06:52:29 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Mon Jul 11 02:41:32 +0000 2011	3fd66200f964a52075ee1ee3	{Townhouse}	{33.98727645217429,-118.47271279399118,Venice,CA,United States}	{Nightlife Spot,}
368	Mon Jul 11 00:28:13 +0000 2011	3fd66200f964a5207fef1ee3	{Figtree's Cafe}	{33.993277298479256,-118.47928762435913,Venice,CA,United States}	{Food,}
368	Mon Jul 11 00:27:56 +0000 2011	4b5c9ff5f964a520943a29e3	{Dogtown, LA}	{33.988793933691596,-118.47497682302263,Los Angeles,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
368	Sun Jul 10 22:01:00 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Sun Jul 10 22:00:35 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sun Jul 10 21:54:13 +0000 2011	3fd66200f964a52076ee1ee3	{Venice Bistro}	{33.99412676666667,-118.47996026666667,Venice,CA,United States}	{Food,}
368	Sun Jul 10 21:00:22 +0000 2011	4d8d60acc479a35d5c9f2d97	{Venice, CA}	{33.99646176052571,-118.46282958984374,Venice,CA,United States}	{Outdoors & Recreation,}
368	Sun Jul 10 20:57:56 +0000 2011	4ba6407df964a520443f39e3	{Venice & Walgrove}	{33.99983290145623,-118.44210830289349,Los Angeles,CA,United States}	{Travel & Transport,Bus Station,Professional & Other Places,}
368	Sun Jul 10 20:52:29 +0000 2011	4c61c174e1621b8d76d72153	{Culver City, CA}	{34.020794936018724,-118.3961820602417,Culver City,CA,United States}	{Travel & Transport,Outdoors & Recreation,Government Building,Professional & Other Places,}
368	Sun Jul 10 10:02:19 +0000 2011	4d81c318c8bdb1f70c35d0c2	{Joe Golds Magical Dark Palace}	{34.080617,-118.357523,,,United States}	{Arts & Entertainment,}
368	Sun Jul 10 09:11:35 +0000 2011	3fd66200f964a520a0ee1ee3	{Canter's Delicatessen}	{34.078780432271145,-118.36171567440033,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
368	Sun Jul 10 08:11:05 +0000 2011	4112ca00f964a520e90b1fe3	{Snake Pit Ale House}	{34.083789607865526,-118.35421039461684,Los Angeles,CA,United States}	{Nightlife Spot,}
368	Sun Jul 10 05:44:56 +0000 2011	4b9467b0f964a520167834e3	{Melrose Avenue}	{34.08380107155366,-118.35348129272461,Los Angeles,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
368	Sun Jul 10 04:48:50 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Sat Jul 09 23:45:00 +0000 2011	4c040b64187ec928b87fb67b	{Venice Beach}	{33.986810160500845,-118.4736442565918,Venice,CA,United States}	{Outdoors & Recreation,Beach,}
368	Sat Jul 09 18:11:42 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Sat Jul 09 01:02:01 +0000 2011	44ded2f5f964a520d2361fe3	{Third Street Promenade}	{34.01608181718752,-118.49674344062805,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,}
368	Sat Jul 09 01:01:23 +0000 2011	4c47c5d976d72d7f2a673e4d	{City of Santa Monica}	{34.0182338774957,-118.4896945953369,Santa Monica,CA,United States}	{Travel & Transport,Outdoors & Recreation,Beach,}
368	Fri Jul 08 19:59:04 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Fri Jul 08 19:58:41 +0000 2011	4db5b38543a1369cb5d5aa03	{Livingsocial}	{34.01631000131288,-118.49499816011478,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Fri Jul 08 16:10:40 +0000 2011	49bfbb5ef964a5201f551fe3	{Starbucks}	{34.015792796668386,-118.49646180868149,Santa Monica,CA,United States}	{Food,}
368	Fri Jul 08 03:07:58 +0000 2011	4e0aaddad16423f7736c6a38	{The Raven Spa}	{33.998778,-118.479807,Santa Monica,CA,United States}	{Shop & Service,}
368	Thu Jul 07 22:47:51 +0000 2011	4dcdb64552b1f8915b847c16	{Livingsocial}	{34.015516,-118.496476,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Thu Jul 07 22:47:13 +0000 2011	4db5b38543a1369cb5d5aa03	{Livingsocial}	{34.01631000131288,-118.49499816011478,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Wed Jul 06 23:49:37 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Wed Jul 06 19:56:10 +0000 2011	4bc3afaaabf495212927c493	{La Cienega Blvd / Venice Blvd}	{34.03524390490001,-118.37787866592407,Los Angeles,CA,United States}	{Travel & Transport,}
368	Tue Jul 05 09:15:17 +0000 2011	4ab474c6f964a520387120e3	{A?roport Paris-Charles de Gaulle (CDG)}	{49.004011725463776,2.5710582733154297,Le Mesnil-Amelot,?le-de-France,France}	{Travel & Transport,}
368	Tue Jul 05 09:14:15 +0000 2011	4ab474c6f964a520387120e3	{A?roport Paris-Charles de Gaulle (CDG)}	{49.004011725463776,2.5710582733154297,Le Mesnil-Amelot,?le-de-France,France}	{Travel & Transport,}
368	Tue Jul 05 09:12:26 +0000 2011	4ab474c6f964a520387120e3	{A?roport Paris-Charles de Gaulle (CDG)}	{49.004011725463776,2.5710582733154297,Le Mesnil-Amelot,?le-de-France,France}	{Travel & Transport,}
368	Tue Jul 05 09:12:26 +0000 2011	4ab474c6f964a520387120e3	{A?roport Paris-Charles de Gaulle (CDG)}	{49.004011725463776,2.5710582733154297,Le Mesnil-Amelot,?le-de-France,France}	{Travel & Transport,}
368	Sat Jul 02 07:46:10 +0000 2011	4bae2c6df964a5209d8d3be3	{Tombe de Jim Morrison}	{48.85932323666782,2.393716237904976,Paris,?le-de-France,France}	{Outdoors & Recreation,}
368	Fri Jul 01 21:42:24 +0000 2011	51a2445e5019c80b56934c75	{Tour Eiffel}	{48.85826347212501,2.2945117950439453,Paris,?le-de-France,France}	{Government Building,Professional & Other Places,}
368	Thu Jun 30 18:40:35 +0000 2011	4c9bc4650e9bb1f779b4cd5f	{Lezard King}	{48.854191,2.367457,,,France}	{Nightlife Spot,}
368	Wed Jun 29 14:26:01 +0000 2011	4bd74144304fce72204533ab	{Holiday Inn}	{48.87605190358951,2.358970477679488,PARIS,,France}	{Travel & Transport,}
368	Wed Jun 29 13:59:03 +0000 2011	4b9b3d16f964a5209efb35e3	{cafe de l'est}	{48.876077,2.3582284,,,France}	{Nightlife Spot,}
368	Wed Jun 29 07:02:04 +0000 2011	4ab474c6f964a520387120e3	{A?roport Paris-Charles de Gaulle (CDG)}	{49.004011725463776,2.5710582733154297,Le Mesnil-Amelot,?le-de-France,France}	{Travel & Transport,}
368	Wed Jun 29 07:00:42 +0000 2011	4ab474c6f964a520387120e3	{A?roport Paris-Charles de Gaulle (CDG)}	{49.004011725463776,2.5710582733154297,Le Mesnil-Amelot,?le-de-France,France}	{Travel & Transport,}
368	Tue Jun 28 19:21:15 +0000 2011	4bd21b7841b9ef3b505afde5	{Gate 120}	{33.94482852213348,-118.41001152992249,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
368	Tue Jun 28 18:20:19 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
368	Tue Jun 28 16:53:09 +0000 2011	4ab06de3f964a5205a6720e3	{Venice Canals}	{33.9840968405181,-118.46639156341553,Venice,CA,United States}	{Outdoors & Recreation,}
368	Mon Jun 27 18:57:52 +0000 2011	4a959636f964a520c72320e3	{La Salsa}	{34.01573793333333,-118.49591195583344,Santa Monica,CA,United States}	{Food,}
368	Mon Jun 27 18:46:06 +0000 2011	4db5b38543a1369cb5d5aa03	{Livingsocial}	{34.01631000131288,-118.49499816011478,Santa Monica,CA,United States}	{Professional & Other Places,}
368	Mon Jun 27 03:45:29 +0000 2011	4d90348c3bfef04db0e4be86	{LO's of Dogtown}	{33.996254,-118.470444,,,United States}	{Music Venue,Arts & Entertainment,}
368	Mon Jun 27 03:44:16 +0000 2011	4d90348c3bfef04db0e4be86	{LO's of Dogtown}	{33.996254,-118.470444,,,United States}	{Music Venue,Arts & Entertainment,}
