2666	Sun May 09 20:28:19 +0000 2010	44d3ade1f964a5204b361fe3	{Gott??s Roadside}	{37.79602560322911,-122.39416480064392,San Francisco,CA,United States}	{Food,}
2666	Wed Jan 27 17:24:14 +0000 2010	4ab00269f964a520836520e3	{Oracle Conference Center}	{37.532275655686306,-122.26445853710175,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Mon Jan 25 15:45:21 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Fri Jan 22 23:40:11 +0000 2010	454a5280f964a520a23c1fe3	{REI}	{37.50436158074685,-122.24676340224137,San Carlos,CA,United States}	{Shop & Service,}
2666	Fri Jan 22 15:30:07 +0000 2010	49de836ef964a5205f601fe3	{Whole Foods Market}	{37.544229714540485,-122.29148640223116,San Mateo,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
2666	Wed Jan 20 15:26:13 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Sun Jan 17 20:46:09 +0000 2010	4b7a5e2df964a520c22a2fe3	{Sierra-at-Tahoe Resort}	{38.80225962384822,-120.08262634277344,Twin Bridges,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2666	Sun Jan 17 01:06:01 +0000 2010	49e944acf964a520e8651fe3	{REI}	{37.51059392410063,-121.94766283035278,Fremont,CA,United States}	{Shop & Service,}
2666	Sat Jan 16 05:17:23 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Fri Jan 15 16:26:08 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Wed Jan 13 15:51:24 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Tue Jan 12 03:23:27 +0000 2010	49de836ef964a5205f601fe3	{Whole Foods Market}	{37.544229714540485,-122.29148640223116,San Mateo,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
2666	Mon Jan 11 04:08:05 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Sun Jan 10 05:59:37 +0000 2010	4b0622d9f964a5200ce922e3	{Ngo's Bachelorette Pad}	{37.78926239579323,-122.44106181790796,San Francisco,CA,United States}	{Shop & Service,Clothing Store,Residence,}
2666	Sun Jan 10 00:59:15 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Sat Jan 09 20:18:50 +0000 2010	4ae45e6df964a5202d9a21e3	{Daily Bagel Cafe}	{37.55575152272304,-121.95128553622642,Fremont,CA,United States}	{Food,}
2666	Sat Jan 09 04:39:01 +0000 2010	4abd6ea4f964a520448a20e3	{Yuki Japanese Restaurant}	{37.5417585,-121.94648802280426,Fremont,CA,United States}	{Food,}
2666	Fri Jan 08 16:06:00 +0000 2010	4a7e0f13f964a520cef01fe3	{Whole Foods Market}	{37.482623,-122.231374,Redwood City,CA,United States}	{Shop & Service,Food & Drink Shop,}
2666	Wed Jan 06 15:59:39 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Mon Jan 04 15:11:34 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Thu Dec 31 23:16:09 +0000 2009	455ad751f964a5205a3d1fe3	{Stoneridge Shopping Center}	{37.69506124,-121.9287372,Pleasanton,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2666	Wed Dec 30 03:02:03 +0000 2009	49e2a716f964a52048621fe3	{Shalimar}	{37.550321,-121.980093,Fremont,CA,United States}	{Food,}
2666	Mon Dec 28 17:13:42 +0000 2009	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Sun Dec 27 00:11:27 +0000 2009	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Fri Dec 25 19:13:56 +0000 2009	4b7a5e2df964a520c22a2fe3	{Sierra-at-Tahoe Resort}	{38.80225962384822,-120.08262634277344,Twin Bridges,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2666	Thu Dec 24 18:56:18 +0000 2009	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Wed Dec 23 00:02:36 +0000 2009	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
