1282	Wed Aug 10 18:36:49 +0000 2011	4b4b8ae6f964a520b49f26e3	{Starbucks}	{34.02073713520297,-118.81035268306732,Malibu,CA,United States}	{Food,}
1282	Tue May 10 05:59:09 +0000 2011	4a70c9a1f964a5206ed81fe3	{Pinkberry}	{34.03836,-118.441669,Los Angeles,CA,United States}	{Food,}
1282	Mon Apr 18 22:18:06 +0000 2011	4ba3acb3f964a520e75238e3	{Monique Lhuillier}	{34.083783,-118.376233,Los Angeles,CA,United States}	{Shop & Service,Clothing Store,}
1282	Sun Apr 17 00:25:42 +0000 2011	4ba2d64ef964a520121d38e3	{Impression Hair Salon}	{34.045193,-118.441912,Los Angeles,CA,United States}	{Shop & Service,}
1282	Thu Apr 14 00:58:11 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Tue Apr 12 23:05:36 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Tue Apr 12 00:09:11 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Sun Apr 10 20:42:58 +0000 2011	4c97f342b6ee236a5c3ba4a7	{Lee's Sandwiches}	{34.06800282491111,-118.13397467136383,Monterey Park,CA,United States}	{Food,}
1282	Fri Apr 08 22:22:59 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Thu Apr 07 23:10:04 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Wed Apr 06 18:29:01 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Wed Apr 06 02:21:22 +0000 2011	4b089c8bf964a520690f23e3	{Bokka}	{34.06387209892273,-118.30941,Los Angeles,CA,United States}	{Food,}
1282	Tue Apr 05 23:03:15 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Tue Apr 05 00:10:33 +0000 2011	4b64cc1af964a520d9d02ae3	{Sephora}	{34.075519429367425,-118.3779210082149,Los Angeles,CA,United States}	{Shop & Service,}
1282	Mon Apr 04 19:35:11 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Mon Apr 04 03:26:01 +0000 2011	4ae39a32f964a5202d9721e3	{Chin Chin}	{34.052986,-118.466948,Los Angeles,CA,United States}	{Food,}
1282	Sun Apr 03 22:28:43 +0000 2011	4de9547ffa76fd1168b7fa51	{Woods Valley Golf Course}	{33.20801052054381,-117.02551679822508,Valley Center,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1282	Sun Apr 03 22:28:43 +0000 2011	4de9547ffa76fd1168b7fa51	{Woods Valley Golf Course}	{33.20801052054381,-117.02551679822508,Valley Center,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1282	Sun Apr 03 19:25:29 +0000 2011	4d1528078312236a633050ba	{Pe?asquitos Lutheran Church}	{32.97839953333333,-117.092638,,,United States}	{Spiritual Center,Professional & Other Places,}
1282	Sat Apr 02 23:22:58 +0000 2011	4de9547ffa76fd1168b7fa51	{Woods Valley Golf Course}	{33.20801052054381,-117.02551679822508,Valley Center,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1282	Fri Apr 01 18:05:44 +0000 2011	4b79ccccf964a520e6122fe3	{Malibu Gym}	{34.021720922613426,-118.80239951228434,Malibu,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1282	Wed Mar 23 17:19:50 +0000 2011	4b6f5853f964a5206fec2ce3	{Grafton on Sunset}	{34.09441929493583,-118.374869,Los Angeles,CA,United States}	{Travel & Transport,}
===
1282	Thu Feb 10 03:00:37 +0000 2011	4bd8f50ce914a593834b55fa	{LA Driver's Education}	{34.067842,-118.374825,Beverly Hills,CA,United States}	{College & University,}
1282	Sun Feb 06 04:19:16 +0000 2011	4c75740e604a370422bc8249	{Fresh East}	{34.084017,-118.385698,West Hollywood,CA,United States}	{Food,}
1282	Sun Feb 06 00:04:16 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Sat Feb 05 21:04:42 +0000 2011	4a08719bf964a520c8731fe3	{Sa rit gol}	{34.052846,-118.305968,Los Angeles,CA,United States}	{}
1282	Sat Feb 05 03:18:29 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Fri Feb 04 04:07:13 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Fri Feb 04 00:10:17 +0000 2011	40f1d480f964a520670a1fe3	{Le Saigon}	{34.0446674823761,-118.45441281795502,Los Angeles,CA,United States}	{Food,}
1282	Thu Feb 03 16:01:32 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Feb 03 04:47:02 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Feb 03 03:01:06 +0000 2011	4bd8f50ce914a593834b55fa	{LA Driver's Education}	{34.067842,-118.374825,Beverly Hills,CA,United States}	{College & University,}
1282	Mon Jan 31 23:23:26 +0000 2011	4ab7eac0f964a520757b20e3	{Siam Chan}	{34.044772,-118.452709,Los Angeles,CA,United States}	{Food,}
1282	Mon Jan 31 03:41:35 +0000 2011	4a5be9c8f964a520fdbb1fe3	{SUGARFISH | Brentwood}	{34.053685,-118.46288299,Los Angeles,CA,United States}	{Food,}
1282	Sun Jan 30 04:43:42 +0000 2011	4a67d304f964a52021ca1fe3	{Sushi Zo}	{34.03120678520213,-118.40082382491755,Los Angeles,CA,United States}	{Food,}
1282	Sun Jan 30 02:48:47 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Sat Jan 29 04:13:51 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Jan 27 05:04:39 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Jan 27 03:03:04 +0000 2011	4bd8f50ce914a593834b55fa	{LA Driver's Education}	{34.067842,-118.374825,Beverly Hills,CA,United States}	{College & University,}
1282	Thu Jan 27 03:03:03 +0000 2011	4bd8f50ce914a593834b55fa	{LA Driver's Education}	{34.067842,-118.374825,Beverly Hills,CA,United States}	{College & University,}
1282	Tue Jan 25 02:53:44 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Tue Jan 25 01:42:34 +0000 2011	4c1e7503920076b04865c3e9	{Palace Seafood & Dim Sum}	{34.04938676513237,-118.4616830516732,Los Angeles,CA,United States}	{Food,}
1282	Mon Jan 24 04:38:32 +0000 2011	4beb65f6415e20a1025de6bb	{Waterloo & City}	{33.996986562646775,-118.4315550327301,Los Angeles,CA,United States}	{Food,}
1282	Sat Jan 22 23:37:45 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Jan 20 05:19:01 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Sun Jan 16 04:55:15 +0000 2011	49d99505f964a5204b5e1fe3	{Comme ?a}	{34.08242754632714,-118.37587249742636,West Hollywood,CA,United States}	{Food,}
1282	Sat Jan 15 07:10:08 +0000 2011	3fd66200f964a52036f01ee3	{Rage}	{34.084768,-118.38426421,West Hollywood,CA,United States}	{Nightlife Spot,}
1282	Sat Jan 15 00:11:18 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Fri Jan 14 05:51:16 +0000 2011	42ec1480f964a520a6261fe3	{Rooftop Bar at The Standard, Downtown LA}	{34.05008154595746,-118.25685739517212,Los Angeles,CA,United States}	{Nightlife Spot,}
1282	Fri Jan 14 01:26:20 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Jan 13 06:40:47 +0000 2011	41cf5080f964a520a61e1fe3	{The Abbey Food & Bar}	{34.083373986214625,-118.38528500025966,West Hollywood,CA,United States}	{Nightlife Spot,}
1282	Thu Jan 13 04:27:51 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Mon Jan 10 21:49:44 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Mon Jan 10 01:59:38 +0000 2011	4b79efc6f964a520531b2fe3	{The Gendarmerie Boutique & Spa}	{34.08235716666667,-118.389144,Los Angeles,CA,United States}	{Shop & Service,}
1282	Sat Jan 08 21:55:28 +0000 2011	4bd8f50ce914a593834b55fa	{LA Driver's Education}	{34.067842,-118.374825,Beverly Hills,CA,United States}	{College & University,}
1282	Fri Jan 07 02:17:04 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Thu Jan 06 04:22:41 +0000 2011	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Tue Jan 04 23:22:28 +0000 2011	4ba3acb3f964a520e75238e3	{Monique Lhuillier}	{34.083783,-118.376233,Los Angeles,CA,United States}	{Shop & Service,Clothing Store,}
1282	Fri Dec 24 23:11:06 +0000 2010	49f0d3baf964a52061691fe3	{26 Beach Cafe}	{33.989599007319256,-118.44991743564606,Marina Del Rey,CA,United States}	{Food,}
1282	Sat Dec 18 04:37:07 +0000 2010	4399dbf3f964a520c42b1fe3	{Toscana}	{34.054075847733,-118.46342824071418,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
1282	Sat Dec 11 20:06:28 +0000 2010	4a0715acf964a52023731fe3	{Castaway Burbank}	{34.20405414309485,-118.30274236812917,Burbank,CA,United States}	{Food,}
1282	Fri Nov 19 08:11:52 +0000 2010	4b36cbf2f964a520a33c25e3	{Regency Agoura Hills 8}	{34.14429597744231,-118.75725556265753,Agoura hills,CA,United States}	{Arts & Entertainment,Movie Theater,}
1282	Sat Nov 13 03:48:08 +0000 2010	4c811649d6ebbfb7c3ac41a4	{Cleo}	{34.10234730710871,-118.32672930378276,Los Angeles,CA,United States}	{Food,}
1282	Mon Nov 08 01:49:39 +0000 2010	4aef3c2cf964a520c8d621e3	{Forest Lawn}	{34.14825205501301,-118.32528591156006,Los Angeles,CA,United States}	{Outdoors & Recreation,}
1282	Sun Oct 31 19:26:51 +0000 2010	49dac64af964a520ad5e1fe3	{Ramenya}	{34.035984915434796,-118.44530247518149,Los Angeles,CA,United States}	{Food,}
1282	Sat Oct 23 04:36:31 +0000 2010	4a7645e4f964a520bee21fe3	{Shik Do Rak (???)}	{34.07341290641717,-118.30864548683167,Los Angeles,CA,United States}	{Food,}
1282	Fri Oct 22 02:33:01 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Sun Oct 17 23:49:34 +0000 2010	49fdfcfbf964a520546f1fe3	{Landmark Theatres}	{34.039511437280616,-118.42915177345276,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
1282	Fri Oct 15 17:30:44 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Fri Oct 15 02:29:05 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Wed Oct 13 16:55:55 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Wed Oct 13 04:55:36 +0000 2010	49fdfcfbf964a520546f1fe3	{Landmark Theatres}	{34.039511437280616,-118.42915177345276,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
1282	Wed Oct 13 04:42:59 +0000 2010	4a46caf2f964a5207fa91fe3	{Barnes & Noble}	{34.040037989616394,-118.428612,Los Angeles,CA,United States}	{Shop & Service,}
1282	Sun Oct 10 23:08:56 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Sun Oct 03 23:11:43 +0000 2010	4c01f3e4fd082d7f79ce0785	{Andrew Christian Flagship Boutique}	{34.08421633333333,-118.38539862,West Hollywood,CA,United States}	{Shop & Service,Clothing Store,}
1282	Sun Oct 03 22:34:37 +0000 2010	4b79efc6f964a520531b2fe3	{The Gendarmerie Boutique & Spa}	{34.08235716666667,-118.389144,Los Angeles,CA,United States}	{Shop & Service,}
1282	Sun Oct 03 21:42:18 +0000 2010	4ad65216f964a520890621e3	{Equinox Fitness}	{34.044911,-118.442431,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
1282	Fri Oct 01 21:54:04 +0000 2010	4ad0f6d0f964a5208adb20e3	{lululemon athletica Santa Monica}	{34.016304,-118.495332,Santa Monica,CA,United States}	{Shop & Service,}
1282	Fri Oct 01 00:13:38 +0000 2010	4de9547ffa76fd1168b7fa51	{Woods Valley Golf Course}	{33.20801052054381,-117.02551679822508,Valley Center,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1282	Thu Sep 30 17:26:22 +0000 2010	4de9547ffa76fd1168b7fa51	{Woods Valley Golf Course}	{33.20801052054381,-117.02551679822508,Valley Center,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1282	Mon Sep 27 23:44:08 +0000 2010	4c82c621d34ca1434aba2f80	{Westward Beach}	{34.01214665728211,-118.8180838940608,Malibu,CA,United States}	{Outdoors & Recreation,}
