428	Tue Jul 13 20:23:15 +0000 2010	4a70db33f964a5209ad81fe3	{Alameda Dog Park}	{37.767735460924264,-122.27306224732067,Alameda,CA,United States}	{Outdoors & Recreation,}
428	Mon Jun 07 00:54:11 +0000 2010	4ab6abb0f964a520837820e3	{FoodMaxx}	{37.519339,-121.991959,Newark,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Mon Jun 07 00:53:56 +0000 2010	4ab6abb0f964a520837820e3	{FoodMaxx}	{37.519339,-121.991959,Newark,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Mon Jun 07 00:42:24 +0000 2010	4b512539f964a520ab4427e3	{7-Eleven}	{37.38276,-122.04541,Sunnyvale,CA,United States}	{Shop & Service,}
428	Sat Jun 05 01:31:32 +0000 2010	4ab6abb0f964a520837820e3	{FoodMaxx}	{37.519339,-121.991959,Newark,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Thu Jun 03 01:43:45 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Wed Jun 02 05:20:14 +0000 2010	4b1362a0f964a520c09623e3	{Taqueria Los Gallos}	{37.54913675860618,-122.04557418823242,Newark,CA,United States}	{Food,}
428	Sun May 30 01:31:48 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Sun May 30 01:00:22 +0000 2010	4bcd0d7a511f95219735b4c7	{Salsa Picante No. 2}	{37.53273934446239,-121.95817708969116,Fremont,CA,United States}	{Food,}
428	Sat May 29 16:30:42 +0000 2010	4b523a4df964a520257127e3	{Steuber Rugby Stadium}	{37.43159379136957,-122.15649057312334,Stanford,CA,United States}	{College & University,}
428	Fri May 28 02:37:07 +0000 2010	4bf31d69e5eba5931b341e90	{PostNet}	{37.533885,-121.998045,Fremont,CA,United States}	{Professional & Other Places,}
428	Fri May 28 02:36:39 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Fri May 28 02:26:06 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Thu May 27 01:14:17 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Thu May 27 01:03:59 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Wed May 26 02:41:47 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
428	Wed May 26 02:33:49 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Sat May 22 18:23:58 +0000 2010	4bf814f9b182c9b640cd765a	{Fremont Honda & Kawasaki}	{37.516354373542754,-121.9797444062821,Fremont,CA,United States}	{Shop & Service,}
428	Sat May 22 17:32:07 +0000 2010	4bf814f9b182c9b640cd765a	{Fremont Honda & Kawasaki}	{37.516354373542754,-121.9797444062821,Fremont,CA,United States}	{Shop & Service,}
428	Thu May 20 23:38:43 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Thu May 20 23:07:55 +0000 2010	4813c66bf964a520534f1fe3	{Fremont BART Station}	{37.557234176902384,-121.97650194168091,Fremont,CA,United States}	{Travel & Transport,}
428	Tue May 18 23:24:54 +0000 2010	4bf31d69e5eba5931b341e90	{PostNet}	{37.533885,-121.998045,Fremont,CA,United States}	{Professional & Other Places,}
428	Tue May 18 23:20:13 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Tue May 18 23:17:33 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Tue May 18 23:07:54 +0000 2010	4bf31d69e5eba5931b341e90	{PostNet}	{37.533885,-121.998045,Fremont,CA,United States}	{Professional & Other Places,}
428	Sat May 15 19:38:37 +0000 2010	4ab6abb0f964a520837820e3	{FoodMaxx}	{37.519339,-121.991959,Newark,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Tue May 11 22:40:52 +0000 2010	439e950cf964a5200c2c1fe3	{UCSF Mission Bay}	{37.768189198095335,-122.39095584440221,San Francisco,CA,United States}	{College & University,Professional & Other Places,}
428	Tue May 11 04:03:58 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Tue May 11 01:56:12 +0000 2010	4b523a4df964a520257127e3	{Steuber Rugby Stadium}	{37.43159379136957,-122.15649057312334,Stanford,CA,United States}	{College & University,}
428	Mon May 10 21:17:51 +0000 2010	4a5a98c5f964a5209fba1fe3	{Taqueria el Buen Sabor}	{37.76172637939453,-122.421521,San Francisco,CA,United States}	{Food,}
428	Mon May 10 18:51:35 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
428	Mon May 10 18:36:59 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Mon May 10 18:36:29 +0000 2010	4bbb810bed7776b019863e51	{One-Stop career center / EDD}	{37.550909,-121.9835239648819,,,United States}	{Professional & Other Places,}
428	Sun May 09 05:39:22 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
428	Sun May 09 04:19:52 +0000 2010	4bbc9ae0078095212d78d991	{Chili's Grill & Bar}	{37.54712378102588,-121.98615829506,Fremont,CA,United States}	{Food,}
428	Tue Apr 27 05:39:58 +0000 2010	4bbd0c5d07809521861eda91	{7-Eleven}	{37.540181729832916,-122.02739915232038,Newark,CA,United States}	{Shop & Service,}
428	Tue Apr 27 05:38:45 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
