420	Sat Feb 12 05:44:42 +0000 2011	4b8c33b7f964a520d7c332e3	{Applebees}	{35.340120017283226,-119.10167828283227,Bakersfield,CA,United States}	{Nightlife Spot,Food,}
420	Fri Sep 10 15:49:40 +0000 2010	4c8a5393770fb60c1472d1c3	{Borton Petrini, LLC}	{35.362443,-119.060729,Bakersfield,CA,United States}	{Professional & Other Places,}
420	Thu Sep 09 02:47:43 +0000 2010	4c049b7073a8c9b6de5996e0	{Bob's Big Boy}	{35.339329879846204,-119.04816619325396,Bakersfield,CA,United States}	{Food,}
420	Sat Sep 04 19:14:56 +0000 2010	4bccf26d937ca5936e1eac92	{Rite Aid}	{35.341372615440505,-119.10169532371134,Bakersfield,CA,United States}	{Shop & Service,}
420	Tue Aug 31 23:39:25 +0000 2010	4c11832b416620a1d647d9e4	{Physician's Automated Laboratory}	{35.38565128333333,-119.021648,Bakersfield,CA,United States}	{Medical Center,Professional & Other Places,}
420	Wed Aug 25 23:05:22 +0000 2010	4b673b12f964a520ad422be3	{The Garden Spot}	{35.373830795288086,-119.03935968875885,Bakersfield,CA,United States}	{Food,}
420	Mon Aug 23 23:34:23 +0000 2010	4bccf26d937ca5936e1eac92	{Rite Aid}	{35.341372615440505,-119.10169532371134,Bakersfield,CA,United States}	{Shop & Service,}
420	Thu Aug 19 04:29:46 +0000 2010	4b9fd0c9f964a520374137e3	{VONS}	{35.341180787676855,-119.10251328365737,Bakersfield,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
420	Sat Aug 14 20:08:33 +0000 2010	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Sat Aug 14 05:57:35 +0000 2010	4b42a4c6f964a52015d825e3	{Santa Barbara Tourist Hostel}	{34.413114,-119.6924118,Santa Barbara,CA,United States}	{Travel & Transport,Hotel,}
420	Fri Aug 13 04:16:45 +0000 2010	4b42a4c6f964a52015d825e3	{Santa Barbara Tourist Hostel}	{34.413114,-119.6924118,Santa Barbara,CA,United States}	{Travel & Transport,Hotel,}
420	Fri Aug 13 03:38:33 +0000 2010	4b2a9d7ef964a52061ac24e3	{Ralphs}	{34.420171743747105,-119.70391888673387,Santa Barbara,CA,United States}	{Shop & Service,Food & Drink Shop,}
420	Thu Aug 12 15:26:11 +0000 2010	4bb21bc4f964a52083b93ce3	{MTD Line 24x UCSB Express}	{34.421329,-119.712328,Santa Barbara,CA,United States}	{Travel & Transport,Bus Station,}
420	Thu Aug 12 02:49:51 +0000 2010	4b54d350f964a52053ce27e3	{Santa Barbara Amtrak (SBA)}	{34.41373409773784,-119.69276189804077,Santa Barbara,CA,United States}	{Travel & Transport,}
420	Wed Aug 11 22:55:18 +0000 2010	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Wed Aug 11 03:14:08 +0000 2010	4b9d28f5f964a520079536e3	{Jamba Juice}	{35.34030318246316,-119.10338236127117,Bakersfield,CA,United States}	{Food,}
420	Thu Aug 05 23:51:58 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Wed Aug 04 02:02:21 +0000 2010	4b57b565f964a520153d28e3	{Shogun}	{35.35808622837067,-119.061364,Bakersfield,CA,United States}	{Food,}
420	Mon Aug 02 17:57:01 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Mon Aug 02 04:36:30 +0000 2010	4bccf26d937ca5936e1eac92	{Rite Aid}	{35.341372615440505,-119.10169532371134,Bakersfield,CA,United States}	{Shop & Service,}
420	Sun Aug 01 21:50:20 +0000 2010	4b660509f964a520ce0e2be3	{Mexicali West}	{35.356105,-119.06066,Bakersfield,CA,United States}	{Food,}
420	Sun Aug 01 21:50:20 +0000 2010	4b660509f964a520ce0e2be3	{Mexicali West}	{35.356105,-119.06066,Bakersfield,CA,United States}	{Food,}
420	Sat Jul 31 02:12:54 +0000 2010	4b9d28f5f964a520079536e3	{Jamba Juice}	{35.34030318246316,-119.10338236127117,Bakersfield,CA,United States}	{Food,}
420	Fri Jul 30 22:40:33 +0000 2010	4ba030e9f964a520836037e3	{Lassens}	{35.36903312591636,-119.05034817649195,Bakersfield,CA,United States}	{Shop & Service,Food & Drink Shop,}
420	Tue Jul 27 04:59:53 +0000 2010	4b4968b6f964a520506f26e3	{Edwards Bakersfield Stadium Cinema}	{35.34190973588611,-119.1038990020752,Bakersfield,CA,United States}	{Arts & Entertainment,Movie Theater,}
420	Sat Jul 24 19:27:04 +0000 2010	4ba030e9f964a520836037e3	{Lassens}	{35.36903312591636,-119.05034817649195,Bakersfield,CA,United States}	{Shop & Service,Food & Drink Shop,}
420	Wed Jul 21 17:33:39 +0000 2010	4b5b7da5f964a520290229e3	{Borders}	{35.355108,-119.057323,Bakersfield,CA,United States}	{Shop & Service,}
420	Tue Jul 20 21:33:54 +0000 2010	4b5b7da5f964a520290229e3	{Borders}	{35.355108,-119.057323,Bakersfield,CA,United States}	{Shop & Service,}
420	Mon Jul 19 23:09:36 +0000 2010	4ba030e9f964a520836037e3	{Lassens}	{35.36903312591636,-119.05034817649195,Bakersfield,CA,United States}	{Shop & Service,Food & Drink Shop,}
420	Sun Jul 18 23:54:10 +0000 2010	4b9d28f5f964a520079536e3	{Jamba Juice}	{35.34030318246316,-119.10338236127117,Bakersfield,CA,United States}	{Food,}
420	Sun Jul 18 05:13:24 +0000 2010	4b4968b6f964a520506f26e3	{Edwards Bakersfield Stadium Cinema}	{35.34190973588611,-119.1038990020752,Bakersfield,CA,United States}	{Arts & Entertainment,Movie Theater,}
420	Sat Jul 17 00:51:06 +0000 2010	4ad543e5f964a520940221e3	{Tortilla Flats}	{33.63231946802954,-117.64483898878098,Mission Viejo,CA,United States}	{Food,}
420	Fri Jul 16 01:15:27 +0000 2010	4beca1f82cf820a17709b91c	{Akira}	{35.36849,-119.04829868,Bakersfield,CA,United States}	{Food,}
420	Thu Jul 15 18:28:25 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Thu Jul 15 03:48:12 +0000 2010	4aefa2bcf964a520b0d921e3	{Planet Raw}	{34.016598551570254,-118.49173081604357,Santa Monica,CA,United States}	{Food,}
420	Wed Jul 14 16:09:03 +0000 2010	4afda4def964a520712922e3	{Backyard Bowls}	{34.415287,-119.694433,Santa Barbara,CA,United States}	{Food,}
420	Tue Jul 13 04:06:46 +0000 2010	4bde4b056316d13a60aaa011	{Santa Barbara Drive-in and Public Market}	{34.425970067582874,-119.82712854517538,Goleta,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
420	Tue Jul 13 03:33:41 +0000 2010	4b9a8a13f964a52029bf35e3	{San Clemente Apartments, Encino Village}	{34.41784973668905,-119.85816836357117,Isla Vista,CA,United States}	{College & University,}
420	Mon Jul 12 22:39:32 +0000 2010	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Mon Jul 12 04:05:25 +0000 2010	4c071bd8cf8c76b03ba23b65	{Wasabi Express}	{35.341116,-119.103269,Bakersfield,CA,United States}	{Food,}
420	Sun Jul 11 23:53:35 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Mon Jul 05 04:10:28 +0000 2010	4b9d6716f964a52025aa36e3	{The Park at River Walk}	{35.351255977921575,-119.12668704986572,Bakersfield,CA,United States}	{Outdoors & Recreation,}
420	Sun Jul 04 18:53:51 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Sat Jul 03 23:50:14 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Fri Jul 02 22:09:58 +0000 2010	4b88892df964a52005ff31e3	{Mac&Cheesas}	{35.37577399273121,-119.0163420708362,Bakersfield,CA,United States}	{Food,}
420	Sun Jun 20 20:06:51 +0000 2010	4b660509f964a520ce0e2be3	{Mexicali West}	{35.356105,-119.06066,Bakersfield,CA,United States}	{Food,}
420	Sun Jun 20 18:56:56 +0000 2010	4b4968b6f964a520506f26e3	{Edwards Bakersfield Stadium Cinema}	{35.34190973588611,-119.1038990020752,Bakersfield,CA,United States}	{Arts & Entertainment,Movie Theater,}
420	Fri Jun 18 23:51:14 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Thu Jun 17 18:06:16 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Wed Jun 16 23:29:18 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
420	Wed Jun 16 23:29:18 +0000 2010	4b721cf0f964a5205f6f2de3	{Johnny Rocket's}	{35.34189320773476,-119.10396742379055,Bakersfield,CA,United States}	{Food,}
