3471	Sat Mar 26 19:52:46 +0000 2011	4aedd8e4f964a5207dcf21e3	{Whispers Cafe & Creperie}	{37.526505,-122.284331,Belmont,CA,United States}	{Food,}
3471	Mon Aug 02 05:28:42 +0000 2010	4be5e8922468c928e0bf0043	{66w 38th Street}	{40.75223868908098,-73.98602457106364,,NY,United States}	{}
3471	Fri Jul 30 04:06:45 +0000 2010	4a7f6e38f964a52007f41fe3	{Annapoorna}	{37.54550356,-122.306695,San Mateo,CA,United States}	{Food,}
3471	Wed Jul 28 03:05:23 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Tue Jul 27 15:09:59 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Sun Jul 25 04:14:16 +0000 2010	4c19aa4898f4a593598600f6	{Ausielo's}	{37.52156865345446,-122.2776090515705,Belmont,CA,United States}	{Nightlife Spot,}
3471	Sat Jul 24 17:30:46 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Thu Jul 22 23:07:22 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Thu Jul 08 05:52:55 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Mon Jun 28 02:30:13 +0000 2010	4085b980f964a52089f21ee3	{500 Club}	{37.763176,-122.424055,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Fri Jun 25 20:35:31 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Thu Jun 24 03:42:09 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Tue Jun 22 18:51:07 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Mon Jun 21 04:07:29 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Sat Jun 19 18:16:44 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Sat Jun 19 18:16:44 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
===
3471	Thu May 13 04:48:37 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Wed May 05 17:20:40 +0000 2010	49d0fc8cf964a520495b1fe3	{Outspark}	{37.778888,-122.39376395,San Francisco,CA,United States}	{Office,Professional & Other Places,}
