2173	Wed Aug 10 04:58:04 +0000 2011	49f22a60f964a520046a1fe3	{AMC Century City 15}	{34.05799270786358,-118.41881990432739,Los Angeles,CA,United States}	{Food,Arts & Entertainment,Movie Theater,}
2173	Tue Feb 22 22:08:50 +0000 2011	4c40df613735be9a218d17a4	{Hands For Hope}	{34.16259005714286,-118.37496,North Hollywood,CA,United States}	{Professional & Other Places,}
2173	Mon Feb 21 20:09:13 +0000 2011	4a4457c7f964a52078a71fe3	{Starbucks}	{34.186559,-118.413554,North Hollywood,CA,United States}	{Food,}
2173	Tue Feb 15 21:10:23 +0000 2011	4c40df613735be9a218d17a4	{Hands For Hope}	{34.16259005714286,-118.37496,North Hollywood,CA,United States}	{Professional & Other Places,}
2173	Mon Feb 14 21:12:36 +0000 2011	4c40df613735be9a218d17a4	{Hands For Hope}	{34.16259005714286,-118.37496,North Hollywood,CA,United States}	{Professional & Other Places,}
2173	Mon Feb 14 21:12:36 +0000 2011	4c40df613735be9a218d17a4	{Hands For Hope}	{34.16259005714286,-118.37496,North Hollywood,CA,United States}	{Professional & Other Places,}
2173	Wed Feb 09 23:58:53 +0000 2011	4c40df613735be9a218d17a4	{Hands For Hope}	{34.16259005714286,-118.37496,North Hollywood,CA,United States}	{Professional & Other Places,}
2173	Mon Feb 07 22:28:16 +0000 2011	4a4457c7f964a52078a71fe3	{Starbucks}	{34.186559,-118.413554,North Hollywood,CA,United States}	{Food,}
2173	Tue Jan 25 19:43:43 +0000 2011	4afb2d79f964a520cf1b22e3	{Gelson's Market}	{33.98651659235397,-118.44199419021606,Marina del Rey,CA,United States}	{Shop & Service,Food & Drink Shop,}
2173	Mon Jan 24 23:01:01 +0000 2011	4ae0a1d8f964a5201b8121e3	{California State University, Northridge (CSUN)}	{34.23815240393933,-118.52963513680479,Northridge,CA,United States}	{College & University,}
2173	Sat Jan 22 02:07:17 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Mon Jan 17 21:31:29 +0000 2011	44ded2f5f964a520d2361fe3	{Third Street Promenade}	{34.01608181718752,-118.49674344062805,Santa Monica,CA,United States}	{Outdoors & Recreation,Shop & Service,}
2173	Mon Jan 17 21:15:34 +0000 2011	4b8070e8f964a520a17230e3	{Santa Monica Pier - Volleyball Courts}	{34.00940296863357,-118.49571615457535,Santa Monica,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2173	Wed Jan 12 17:39:03 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Tue Jan 11 05:09:47 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Sat Jan 08 07:24:22 +0000 2011	45a9d428f964a52027411fe3	{Bar Lubitsch}	{34.090638436899944,-118.3568662405014,West Hollywood,CA,United States}	{Nightlife Spot,}
2173	Fri Jan 07 21:15:25 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Thu Jan 06 18:27:56 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Thu Jan 06 18:27:55 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Mon Jan 03 22:16:56 +0000 2011	427ff980f964a520bb211fe3	{Starbucks}	{33.985865,-118.443238,Marina Del Rey,CA,United States}	{Food,}
2173	Sun Jan 02 18:20:42 +0000 2011	4d20c1da5c4ca1cd82e5a33d	{Noah's House}	{33.98891016497542,-118.45719737539774,Venice,CA,United States}	{Residence,}
2173	Mon Dec 20 19:34:04 +0000 2010	4a9d9366f964a520913820e3	{Barnes & Noble}	{39.40179770083209,-76.60192742943764,Towson,MD,United States}	{Shop & Service,Food,}
2173	Fri Dec 17 15:16:00 +0000 2010	4b448e1cf964a52091f625e3	{Towson Library}	{39.39872917932932,-76.60200119018555,Towson,MD,United States}	{Food,Arts & Entertainment,Professional & Other Places,}
