2997	Wed Aug 03 19:51:36 +0000 2011	4bf30bcfcad2c928955d9a99	{Subway}	{34.04732579934967,-118.26035499572754,Los Angeles,CA,United States}	{Food,}
2997	Wed Jun 01 18:17:11 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Tue May 31 19:51:32 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Fri May 27 21:21:24 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Thu May 26 19:07:18 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Wed May 25 20:24:24 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Tue May 24 21:37:19 +0000 2011	4b0c4eabf964a520e13a23e3	{Mendocino Farms}	{34.05145049645721,-118.255934715271,Los Angeles,CA,United States}	{Food,}
2997	Sun May 22 05:13:07 +0000 2011	4b521c1af964a520a16827e3	{Morongo Casino Resort & Spa}	{33.92215623310512,-116.8005895614624,Cabazon,CA,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
2997	Sat May 21 23:48:57 +0000 2011	4b0d96ecf964a520b74b23e3	{Buffalo Wild Wings}	{34.01138212075776,-117.73682474704287,Chino Hills,CA,United States}	{Food,}
2997	Sat May 21 02:50:12 +0000 2011	4b87b6a5f964a5204dc831e3	{24/7 Restaurant at The Standard, Downtown LA}	{34.049708289792726,-118.2564682000666,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Fri May 20 17:54:02 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Thu May 19 22:49:47 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Thu May 19 02:37:32 +0000 2011	4a4d1793f964a52089ad1fe3	{Costco}	{34.12837395262945,-118.26408863067627,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
2997	Wed May 18 20:36:32 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Tue May 17 05:22:52 +0000 2011	4a937d08f964a520cc1f20e3	{Playhouse Hollywood}	{34.10126207355933,-118.33145003579023,Los Angeles,CA,United States}	{Nightlife Spot,}
2997	Tue May 17 00:41:41 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Sun May 15 21:54:32 +0000 2011	4add317ff964a520896421e3	{Trader Joe's}	{34.06926415,-118.344291,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
2997	Sun May 15 02:07:11 +0000 2011	4a0b9402f964a52003751fe3	{Wokcano}	{34.04886866876993,-118.2588436319007,Los Angeles,CA,United States}	{Food,}
2997	Sat May 14 22:37:21 +0000 2011	4a0cab72f964a52052751fe3	{The Coffee Bean & Tea Leaf}	{34.048928316476875,-118.25863800249115,Los Angeles,CA,United States}	{Food,}
2997	Fri May 13 19:20:52 +0000 2011	4b58bd44f964a5206b6828e3	{Tierra Cafe}	{34.049866458729795,-118.25864948726752,Los Angeles,CA,United States}	{Food,}
2997	Fri May 13 05:00:43 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Thu May 12 21:01:47 +0000 2011	4ad95092f964a520bc1921e3	{Pinkberry}	{34.04876591036268,-118.24090898036957,Los Angeles,CA,United States}	{Food,}
2997	Wed May 11 21:17:48 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Wed May 11 05:21:33 +0000 2011	4a0b9402f964a52003751fe3	{Wokcano}	{34.04886866876993,-118.2588436319007,Los Angeles,CA,United States}	{Food,}
2997	Tue May 10 19:48:27 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Mon May 09 23:09:39 +0000 2011	4a0e126ef964a520c3751fe3	{BJ's Restaurant & Brewhouse}	{34.17884373582727,-118.30953598022461,Burbank,CA,United States}	{Nightlife Spot,Food,}
2997	Mon May 09 22:57:27 +0000 2011	4a0e126ef964a520c3751fe3	{BJ's Restaurant & Brewhouse}	{34.17884373582727,-118.30953598022461,Burbank,CA,United States}	{Nightlife Spot,Food,}
2997	Sun May 08 17:35:14 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Sun May 08 04:44:21 +0000 2011	4ae0a807f964a5205a8121e3	{Regal LA LIVE Stadium 14}	{34.04569008803841,-118.26687812805174,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
2997	Sun May 08 02:09:09 +0000 2011	4ad3ac68f964a52087e520e3	{Daily Grill}	{34.050106200527324,-118.25751316573034,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Sat May 07 16:58:11 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Fri May 06 03:32:04 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Thu May 05 03:58:14 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Wed May 04 20:10:07 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
2997	Tue May 03 06:59:20 +0000 2011	4a0b9402f964a52003751fe3	{Wokcano}	{34.04886866876993,-118.2588436319007,Los Angeles,CA,United States}	{Food,}
2997	Tue May 03 00:54:58 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Mon May 02 20:00:47 +0000 2011	4b12d08ef964a520a78e23e3	{Gold's Gym}	{34.0488326850244,-118.26111624974577,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Gym / Fitness Center,}
