23	Sun Aug 07 00:55:56 +0000 2011	43052100f964a52020271fe3	{Del Mar Racetrack}	{32.97345991420324,-117.26214408874512,Del Mar,CA,United States}	{Food,Arts & Entertainment,}
23	Sat Jun 18 23:27:36 +0000 2011	4b1af49cf964a52063f523e3	{San Diego County Credit Union}	{32.78009880606467,-117.12933906645354,San Diego,CA,United States}	{Shop & Service,Professional & Other Places,}
23	Sat Jun 18 23:05:02 +0000 2011	4ae1009ef964a520768421e3	{Lowe's Home Improvement}	{32.78139355864568,-117.12627410888672,San Diego,CA,United States}	{Shop & Service,}
23	Mon Jun 13 16:31:24 +0000 2011	4df14d05b0fb807158b8d900	{The Cave}	{32.82411348,-117.12025434,San Diego,CA,United States}	{Office,Professional & Other Places,}
23	Sat Jun 11 09:21:31 +0000 2011	4bdf094617fdef3b28b64e36	{Adams Ave Park & Rec Center}	{32.76303107123132,-117.1177339553833,San Diego,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
23	Thu Jun 09 22:46:09 +0000 2011	4df14d05b0fb807158b8d900	{The Cave}	{32.82411348,-117.12025434,San Diego,CA,United States}	{Office,Professional & Other Places,}
23	Thu Jun 09 01:10:38 +0000 2011	4a81da3ff964a520c3f71fe3	{Walmart}	{32.80555345885493,-117.11598207514616,San Diego,CA,United States}	{Shop & Service,}
23	Mon May 30 00:49:51 +0000 2011	4b588cc4f964a520765d28e3	{Starbucks}	{21.333712959747366,-157.92426109313965,Honolulu,HI,United States}	{Food,}
23	Sun May 29 03:43:10 +0000 2011	4baacedcf964a520d7873ae3	{American Apparel}	{32.76797050625737,-117.16678619384766,San Diego,CA,United States}	{Shop & Service,}
23	Sun May 29 02:31:08 +0000 2011	4bdf094617fdef3b28b64e36	{Adams Ave Park & Rec Center}	{32.76303107123132,-117.1177339553833,San Diego,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
23	Sun May 29 01:00:08 +0000 2011	4b72e037f964a520f48c2de3	{San Diego Public Library - Mission Valley}	{32.77941572078461,-117.12719051639355,San Diego,CA,United States}	{Professional & Other Places,}
23	Sun May 29 00:53:25 +0000 2011	4bc62318db8fa59327d49b37	{Subway}	{32.77982,-117.1283099,San Diego,CA,United States}	{Food,}
23	Sun May 29 00:48:00 +0000 2011	4a6cf9aef964a5203cd21fe3	{Starbucks}	{32.78007936564893,-117.12955162232628,San Diego,CA,United States}	{Food,}
23	Sun May 29 00:44:14 +0000 2011	4b1af49cf964a52063f523e3	{San Diego County Credit Union}	{32.78009880606467,-117.12933906645354,San Diego,CA,United States}	{Shop & Service,Professional & Other Places,}
23	Sun May 29 00:44:14 +0000 2011	4b1af49cf964a52063f523e3	{San Diego County Credit Union}	{32.78009880606467,-117.12933906645354,San Diego,CA,United States}	{Shop & Service,Professional & Other Places,}
23	Sun May 29 00:41:10 +0000 2011	4ae1009ef964a520768421e3	{Lowe's Home Improvement}	{32.78139355864568,-117.12627410888672,San Diego,CA,United States}	{Shop & Service,}
23	Sat May 28 15:57:44 +0000 2011	4b64904af964a52008be2ae3	{Starbucks}	{32.83107640191929,-117.13072121143341,San Diego,CA,United States}	{Food,}
23	Wed May 25 16:23:58 +0000 2011	4b87076ff964a52055ac31e3	{Santex}	{32.82412981,-117.12029064173271,San Diego,CA,United States}	{Professional & Other Places,}
23	Mon May 23 18:21:40 +0000 2011	4b87076ff964a52055ac31e3	{Santex}	{32.82412981,-117.12029064173271,San Diego,CA,United States}	{Professional & Other Places,}
23	Fri May 20 19:10:40 +0000 2011	4b87076ff964a52055ac31e3	{Santex}	{32.82412981,-117.12029064173271,San Diego,CA,United States}	{Professional & Other Places,}
23	Thu May 19 22:57:08 +0000 2011	4b87076ff964a52055ac31e3	{Santex}	{32.82412981,-117.12029064173271,San Diego,CA,United States}	{Professional & Other Places,}
23	Wed May 11 23:30:15 +0000 2011	4dc496f7fa76d685cdcb7cd3	{Twickle Pond}	{32.82444471411559,-117.1205953618094,San Diego,CA,United States}	{Outdoors & Recreation,}
23	Wed May 11 22:20:55 +0000 2011	4d757a8805e3224b17fae078	{AngryTurdz}	{32.8242395,-117.12043577,San Diego,CA,United States}	{Professional & Other Places,}
23	Mon May 09 02:02:56 +0000 2011	4ac696eef964a52048b520e3	{Harbor Island}	{32.72497641818314,-117.1933256682876,San Diego,CA,United States}	{Outdoors & Recreation,}
23	Sat May 07 00:30:01 +0000 2011	4d757a8805e3224b17fae078	{AngryTurdz}	{32.8242395,-117.12043577,San Diego,CA,United States}	{Professional & Other Places,}
23	Fri May 06 19:18:54 +0000 2011	4b0b2ee2f964a520452e23e3	{Indigo Cafe}	{32.830784378983495,-117.12812117451939,San Diego,CA,United States}	{Food,}
23	Wed May 04 15:47:38 +0000 2011	4b87076ff964a52055ac31e3	{Santex}	{32.82412981,-117.12029064173271,San Diego,CA,United States}	{Professional & Other Places,}
23	Wed Apr 27 01:40:35 +0000 2011	4baacedcf964a520d7873ae3	{American Apparel}	{32.76797050625737,-117.16678619384766,San Diego,CA,United States}	{Shop & Service,}
23	Sat Apr 23 16:02:44 +0000 2011	4b64904af964a52008be2ae3	{Starbucks}	{32.83107640191929,-117.13072121143341,San Diego,CA,United States}	{Food,}
23	Sun Apr 17 18:49:56 +0000 2011	4a6cebaef964a52013d21fe3	{Canada Steak Burger}	{32.74978120594381,-117.11550235748291,San Diego,CA,United States}	{Food,}
23	Sun Apr 17 05:21:23 +0000 2011	4d032467c2e53704a4f6af67	{San Diego Public Library - Mission Hills}	{32.74963200468971,-117.17201009584028,San Diego,CA,United States}	{Professional & Other Places,}
23	Tue Apr 05 21:21:07 +0000 2011	4b64904af964a52008be2ae3	{Starbucks}	{32.83107640191929,-117.13072121143341,San Diego,CA,United States}	{Food,}
23	Thu Mar 31 19:25:39 +0000 2011	4ae5ddcff964a520b1a221e3	{Subway}	{32.83107269311733,-117.12704689593784,San Diego,CA,United States}	{Food,}
