2470	Sat May 28 02:48:45 +0000 2011	4bd260dd41b9ef3be218fee5	{Tokyo Lobby}	{33.760671,-117.82977441666667,Tustin,CA,United States}	{Food,}
2470	Thu Dec 02 17:29:59 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Wed Dec 01 00:36:22 +0000 2010	4c4631badd35be9acf2addd8	{North Tustin Veterinary Clinic}	{33.758878111839294,-117.8297907114029,Tustin,CA,United States}	{Medical Center,Professional & Other Places,}
2470	Wed Nov 24 19:44:36 +0000 2010	4b5895f1f964a520ac5f28e3	{Omega Burger}	{33.73232458,-117.828476,Tustin,CA,United States}	{Food,}
2470	Sat Nov 20 02:52:24 +0000 2010	4be770f74485d13aecef93ee	{Avila's El Ranchito}	{33.74589508648697,-117.83549010694696,Santa Ana,CA,United States}	{Food,}
2470	Wed Nov 17 18:45:07 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Sat Nov 13 01:45:17 +0000 2010	4b3d34d9f964a520419025e3	{Harbor House Cafe}	{33.4666093,-117.700093,Dana Point,CA,United States}	{Food,}
2470	Fri Nov 12 02:55:16 +0000 2010	4bda29c9aae4ef3b84d06ec6	{SONIC Drive In}	{33.699640683680194,-117.90742993354797,Santa Ana,CA,United States}	{Food,}
2470	Wed Nov 10 18:05:54 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Tue Nov 09 02:53:47 +0000 2010	4be770f74485d13aecef93ee	{Avila's El Ranchito}	{33.74589508648697,-117.83549010694696,Santa Ana,CA,United States}	{Food,}
2470	Wed Nov 03 17:12:08 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Tue Nov 02 20:07:44 +0000 2010	4b78b295f964a5205bde2ee3	{Wienerschnitzel}	{33.59626534117481,-117.67595529556274,Laguna Hills,CA,United States}	{Food,}
2470	Tue Nov 02 15:16:31 +0000 2010	4ccfc0919d87224b16fb503b	{Spurgeon Methodist Church Polling Place}	{33.773667249174586,-117.88004994392395,Santa Ana,CA,United States}	{Professional & Other Places,}
2470	Mon Nov 01 00:42:49 +0000 2010	46003384f964a52094441fe3	{Doria's Haus of Pizza}	{33.67408407,-117.92053971666667,Costa Mesa,CA,United States}	{Food,}
2470	Wed Oct 27 17:30:57 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Oct 27 16:39:00 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Fri Oct 22 19:37:47 +0000 2010	4a63e3d8f964a520f8c51fe3	{Haunted Mansion}	{33.811766358053724,-117.92211331997643,Anaheim,CA,United States}	{Arts & Entertainment,Theme Park,}
2470	Fri Oct 22 17:56:43 +0000 2010	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
2470	Fri Oct 22 16:52:20 +0000 2010	4bd929b711dcc9287624f933	{IHOP}	{33.760159512742035,-117.85692930221558,Santa Ana,CA,United States}	{Food,}
2470	Sun Oct 17 23:41:31 +0000 2010	4a2ac21df964a5204b961fe3	{Elmer??s Restaurant}	{33.801697144678315,-116.53631793648552,Palm Springs,CA,United States}	{Food,}
2470	Sun Oct 17 21:57:47 +0000 2010	4c0c7aec98102d7f24d2e006	{Circle K}	{33.790865,-116.45790796,Cathedral City,CA,United States}	{Food,}
2470	Sun Oct 17 19:38:05 +0000 2010	4b561698f964a520c5ff27e3	{Palm Springs Air Museum}	{33.83240466089614,-116.50431070733264,Palm Springs,CA,United States}	{Arts & Entertainment,}
2470	Sun Oct 17 18:45:06 +0000 2010	4c24e801f7ced13af29c236d	{Jack in the Box - Palm Springs, CA}	{33.822879,-116.51833796666666,Palm Springs,CA,United States}	{Food,}
2470	Thu Oct 14 02:32:38 +0000 2010	4a737441f964a5207cdc1fe3	{El Cholo Cantina}	{33.67028156930399,-117.7887204000734,Irvine,CA,United States}	{Food,}
2470	Wed Oct 13 17:12:26 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Oct 06 21:09:31 +0000 2010	4be770f74485d13aecef93ee	{Avila's El Ranchito}	{33.74589508648697,-117.83549010694696,Santa Ana,CA,United States}	{Food,}
2470	Wed Oct 06 17:04:58 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Oct 06 15:17:40 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Sun Oct 03 18:26:30 +0000 2010	4b41066ef964a5209ebf25e3	{Benjie's Deli}	{33.762033583333334,-117.83536598,Santa Ana,CA,United States}	{Food,}
2470	Wed Sep 29 17:10:04 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Tue Sep 28 20:56:20 +0000 2010	4bf987de328d76b0f99e14ec	{Wienerschnitzel}	{33.74532486122504,-117.8234338760376,Tustin,CA,United States}	{Food,}
2470	Tue Sep 28 02:50:29 +0000 2010	4bb54bdc2ea195214c54aa2f	{John's Place}	{33.74599740947476,-117.82268543907543,Tustin,CA,United States}	{Food,}
2470	Mon Sep 27 02:54:29 +0000 2010	4bb54bdc2ea195214c54aa2f	{John's Place}	{33.74599740947476,-117.82268543907543,Tustin,CA,United States}	{Food,}
2470	Mon Sep 27 02:54:29 +0000 2010	4bb54bdc2ea195214c54aa2f	{John's Place}	{33.74599740947476,-117.82268543907543,Tustin,CA,United States}	{Food,}
2470	Sat Sep 25 18:21:14 +0000 2010	4a9c606bf964a520fd3620e3	{Chili Pepper}	{33.78678712000368,-117.86697420554091,Santa Ana,CA,United States}	{Food,}
2470	Wed Sep 22 17:27:52 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Sep 22 16:36:15 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Mon Sep 20 15:43:48 +0000 2010	4c39f4ef93db0f4738392492	{Bruegger's}	{33.75839751564661,-117.83474028300022,Santa Ana,CA,United States}	{Food,}
2470	Mon Sep 20 15:43:24 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Sun Sep 19 19:46:54 +0000 2010	4bcde1060687ef3bfc9ee1cc	{Big Bear Convention Center}	{34.261018666666665,-116.866797,Big Bear Lake,CA,United States}	{}
2470	Sat Sep 18 02:03:15 +0000 2010	4a6e1dd3f964a520f5d31fe3	{In-N-Out Burger}	{33.72281477864765,-117.79367843939474,Tustin,CA,United States}	{Food,}
2470	Fri Sep 17 19:30:54 +0000 2010	4bb79f9c7421a59320c5c040	{Arby's}	{33.73907980262995,-117.80991554260254,Tustin,CA,United States}	{Food,}
2470	Wed Sep 15 17:06:56 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Tue Sep 14 19:25:26 +0000 2010	4bb54bdc2ea195214c54aa2f	{John's Place}	{33.74599740947476,-117.82268543907543,Tustin,CA,United States}	{Food,}
2470	Tue Sep 14 02:27:28 +0000 2010	4afc23d6f964a520102022e3	{Carl's Jr.}	{33.76023532968335,-117.83725529909134,Santa Ana,CA,United States}	{Food,}
2470	Sat Sep 11 16:55:47 +0000 2010	4b5bf414f964a520c41e29e3	{Denny's}	{33.759765443743554,-117.85234029959089,Santa Ana,CA,United States}	{Food,}
2470	Sat Sep 11 16:55:47 +0000 2010	4b5bf414f964a520c41e29e3	{Denny's}	{33.759765443743554,-117.85234029959089,Santa Ana,CA,United States}	{Food,}
2470	Fri Sep 10 21:06:53 +0000 2010	4b5895f1f964a520ac5f28e3	{Omega Burger}	{33.73232458,-117.828476,Tustin,CA,United States}	{Food,}
2470	Thu Sep 09 17:12:15 +0000 2010	4bf987de328d76b0f99e14ec	{Wienerschnitzel}	{33.74532486122504,-117.8234338760376,Tustin,CA,United States}	{Food,}
2470	Wed Sep 08 19:26:00 +0000 2010	4b78b046f964a520e8dd2ee3	{Johnny Rockets}	{33.69770819664732,-117.82793998718262,Tustin,CA,United States}	{Food,}
2470	Sun Sep 05 21:20:34 +0000 2010	4a6e1e10f964a520f6d31fe3	{Red Robin Gourmet Burgers}	{33.723799796178554,-117.79173016548157,Tustin,CA,United States}	{Food,}
2470	Sat Sep 04 04:18:18 +0000 2010	4b5bf414f964a520c41e29e3	{Denny's}	{33.759765443743554,-117.85234029959089,Santa Ana,CA,United States}	{Food,}
2470	Fri Sep 03 19:15:28 +0000 2010	4bb54bdc2ea195214c54aa2f	{John's Place}	{33.74599740947476,-117.82268543907543,Tustin,CA,United States}	{Food,}
2470	Thu Sep 02 02:21:01 +0000 2010	4b41066ef964a5209ebf25e3	{Benjie's Deli}	{33.762033583333334,-117.83536598,Santa Ana,CA,United States}	{Food,}
2470	Wed Sep 01 18:14:44 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Sep 01 16:57:04 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Thu Aug 26 00:18:12 +0000 2010	4bf987de328d76b0f99e14ec	{Wienerschnitzel}	{33.74532486122504,-117.8234338760376,Tustin,CA,United States}	{Food,}
2470	Thu Aug 19 20:02:50 +0000 2010	4b02ddcdf964a5208b4a22e3	{Coco's Bakery Restaurant}	{33.746349,-117.814327,Tustin,CA,United States}	{Food,}
2470	Wed Aug 18 18:12:03 +0000 2010	4b4e827bf964a5200bf026e3	{Country Burger}	{33.83064513791356,-118.30922240664323,Torrance,CA,United States}	{Food,}
2470	Wed Aug 18 17:52:46 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Sat Aug 14 02:41:09 +0000 2010	46003384f964a52094441fe3	{Doria's Haus of Pizza}	{33.67408407,-117.92053971666667,Costa Mesa,CA,United States}	{Food,}
2470	Wed Aug 11 18:11:11 +0000 2010	4afc23d6f964a520102022e3	{Carl's Jr.}	{33.76023532968335,-117.83725529909134,Santa Ana,CA,United States}	{Food,}
2470	Wed Aug 11 17:12:54 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Fri Aug 06 02:38:52 +0000 2010	4b41066ef964a5209ebf25e3	{Benjie's Deli}	{33.762033583333334,-117.83536598,Santa Ana,CA,United States}	{Food,}
2470	Thu Aug 05 02:21:38 +0000 2010	4a88889ff964a520cd0620e3	{In-N-Out Burger}	{33.831892458438595,-117.83569157123566,Orange,CA,United States}	{Food,}
2470	Thu Aug 05 00:43:54 +0000 2010	4babbe40f964a5208ac53ae3	{US Post Office}	{33.74552982432468,-117.82131734153137,Tustin,CA,United States}	{Professional & Other Places,}
2470	Thu Aug 05 00:42:54 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Tue Aug 03 03:07:37 +0000 2010	4be770f74485d13aecef93ee	{Avila's El Ranchito}	{33.74589508648697,-117.83549010694696,Santa Ana,CA,United States}	{Food,}
2470	Mon Aug 02 22:29:08 +0000 2010	4adfaeacf964a520b97c21e3	{Best Buy}	{33.59092105,-117.6732302,Mission Viejo,CA,United States}	{Shop & Service,}
2470	Mon Aug 02 18:45:53 +0000 2010	4b78b295f964a5205bde2ee3	{Wienerschnitzel}	{33.59626534117481,-117.67595529556274,Laguna Hills,CA,United States}	{Food,}
2470	Sat Jul 31 18:28:34 +0000 2010	4b4a4693f964a520e98126e3	{OC Fair & Event Center}	{33.66585383619394,-117.9023551940918,Costa Mesa,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2470	Sat Jul 31 01:59:51 +0000 2010	4a8f25bcf964a5201b1420e3	{Century Stadium 25 & Xd}	{33.809141111486525,-117.87034034729004,Orange,CA,United States}	{Arts & Entertainment,Movie Theater,}
2470	Fri Jul 30 21:40:23 +0000 2010	4bd929b711dcc9287624f933	{IHOP}	{33.760159512742035,-117.85692930221558,Santa Ana,CA,United States}	{Food,}
2470	Wed Jul 28 17:54:18 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Jul 28 17:54:18 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Jul 28 16:29:09 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Wed Jul 28 16:29:09 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Tue Jul 27 20:28:42 +0000 2010	4b1f2b8ff964a520a02424e3	{Fuddruckers}	{33.61962261283075,-117.70228385925293,Lake Forest,CA,United States}	{Food,}
2470	Mon Jul 26 21:44:36 +0000 2010	4b32a40ff964a520b11025e3	{Bookman}	{33.80102827,-117.83612413333333,Orange,CA,United States}	{Shop & Service,}
2470	Mon Jul 26 20:13:21 +0000 2010	4bf987de328d76b0f99e14ec	{Wienerschnitzel}	{33.74532486122504,-117.8234338760376,Tustin,CA,United States}	{Food,}
2470	Sun Jul 25 18:39:33 +0000 2010	46a6a0b3f964a52045491fe3	{San Diego Comic-Con International 2010}	{32.70700006253934,-117.16185092926025,San Diego,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
2470	Sun Jul 25 03:35:09 +0000 2010	4b65f19bf964a520190a2be3	{Sizzler}	{33.620958271588755,-117.7006047964096,Lake Forest,CA,United States}	{Food,}
2470	Sat Jul 24 22:36:14 +0000 2010	46a6a0b3f964a52045491fe3	{San Diego Comic-Con International 2010}	{32.70700006253934,-117.16185092926025,San Diego,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
2470	Sat Jul 24 00:11:17 +0000 2010	4c4a2f88bad7a5935f8801aa	{Graphitti Designs Booth}	{32.707179,-117.160966,San Diego,CA,United States}	{}
2470	Fri Jul 23 20:51:54 +0000 2010	4c40c0f95faf76b058434820	{Warner Bros. Booth (#SDCC)}	{32.707163,-117.161361,San Diego,CA,United States}	{Arts & Entertainment,}
2470	Fri Jul 23 19:22:52 +0000 2010	46a6a0b3f964a52045491fe3	{San Diego Comic-Con International 2010}	{32.70700006253934,-117.16185092926025,San Diego,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
2470	Fri Jul 23 03:59:58 +0000 2010	4ba6b7a9f964a520266b39e3	{Tony Gwynn Statue}	{32.708742396068764,-117.15662598609924,,CA,United States}	{Outdoors & Recreation,Government Building,Athletics & Sports,Professional & Other Places,}
2470	Fri Jul 23 02:47:41 +0000 2010	4b9410c3f964a5206a6534e3	{7-Eleven}	{32.709692385445344,-117.15626914800379,San Diego,CA,United States}	{Shop & Service,}
2470	Thu Jul 22 22:06:08 +0000 2010	4c48c096a3ace21e5385ad3a	{Capcom Booth}	{32.70702824,-117.16112589,San Diego,CA,United States}	{Convention Center,Professional & Other Places,}
2470	Thu Jul 22 21:59:05 +0000 2010	4c48bf0f6f1420a1ad26b054	{PlayStation Booth}	{32.707741,-117.161555,San Diego,CA,United States}	{Arts & Entertainment,}
2470	Thu Jul 22 21:54:02 +0000 2010	4c48bdf3a3ace21e2794aa3a	{Tron Booth}	{32.707036,-117.16102480888367,San Diego,CA,United States}	{Arts & Entertainment,}
2470	Thu Jul 22 21:03:26 +0000 2010	46a6a0b3f964a52045491fe3	{San Diego Comic-Con International 2010}	{32.70700006253934,-117.16185092926025,San Diego,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
2470	Thu Jul 22 20:26:17 +0000 2010	4c489d2dc047be9a016c3479	{San Diego Convention Center: Ballroom 20}	{32.70653348821461,-117.16194371603393,San Diego,CA,United States}	{Arts & Entertainment,Convention Center,Professional & Other Places,}
2470	Thu Jul 22 06:31:51 +0000 2010	4b5bf414f964a520c41e29e3	{Denny's}	{33.759765443743554,-117.85234029959089,Santa Ana,CA,United States}	{Food,}
2470	Thu Jul 22 06:30:05 +0000 2010	46a6a0b3f964a52045491fe3	{San Diego Comic-Con International 2010}	{32.70700006253934,-117.16185092926025,San Diego,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
2470	Thu Jul 22 02:26:01 +0000 2010	47a7e7adf964a5208e4d1fe3	{San Diego Convention Center}	{32.706765341432224,-117.16129302978516,San Diego,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2470	Tue Jul 20 02:05:48 +0000 2010	4b8ec0e9f964a520133533e3	{Farmer Boys}	{33.76018491,-117.83546766,Santa Ana,CA,United States}	{Food,}
2470	Sat Jul 17 19:36:15 +0000 2010	4b5b7456f964a52040ff28e3	{SUBWAY}	{33.748606,-117.833304,Santa Ana,CA,United States}	{Food,}
2470	Sat Jul 17 02:47:09 +0000 2010	4a6e1dd3f964a520f5d31fe3	{In-N-Out Burger}	{33.72281477864765,-117.79367843939474,Tustin,CA,United States}	{Food,}
2470	Thu Jul 15 22:06:11 +0000 2010	4a6cb372f964a5204fd11fe3	{Costco Wholesale}	{33.728613849440585,-117.79649376869202,Tustin,CA,United States}	{Shop & Service,Food & Drink Shop,}
2470	Thu Jul 15 21:13:40 +0000 2010	4b2be546f964a52037bd24e3	{Souplantation}	{33.74177931293455,-117.81895892343182,Tustin,CA,United States}	{Food,}
2470	Wed Jul 14 20:44:41 +0000 2010	4bb79f9c7421a59320c5c040	{Arby's}	{33.73907980262995,-117.80991554260254,Tustin,CA,United States}	{Food,}
2470	Wed Jul 14 20:44:41 +0000 2010	4bb79f9c7421a59320c5c040	{Arby's}	{33.73907980262995,-117.80991554260254,Tustin,CA,United States}	{Food,}
2470	Wed Jul 14 18:05:32 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Jul 14 16:54:40 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Mon Jul 12 20:01:16 +0000 2010	4b89d400f964a520874f32e3	{Del Taco}	{33.7480707,-117.8332932,Santa Ana,CA,United States}	{Food,}
2470	Sat Jul 10 21:34:30 +0000 2010	4b89d400f964a520874f32e3	{Del Taco}	{33.7480707,-117.8332932,Santa Ana,CA,United States}	{Food,}
2470	Fri Jul 09 19:57:57 +0000 2010	4adfaeacf964a520b97c21e3	{Best Buy}	{33.59092105,-117.6732302,Mission Viejo,CA,United States}	{Shop & Service,}
2470	Fri Jul 09 18:38:34 +0000 2010	4b78b295f964a5205bde2ee3	{Wienerschnitzel}	{33.59626534117481,-117.67595529556274,Laguna Hills,CA,United States}	{Food,}
2470	Fri Jul 09 17:39:52 +0000 2010	4b8843cbf964a52046eb31e3	{Office Depot}	{33.74152421951294,-117.82062,Tustin,CA,United States}	{Shop & Service,}
2470	Thu Jul 08 18:21:19 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Thu Jul 08 18:20:54 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
